line,pred,y,n_fields,population
C2.484.188.0,7.815843722401054,-15.870025,8,484
C2.454.191.0,7.814760138569601,6.2062454,7,454
C2.484.149.0,7.813845056055882,-1.8063493,8,484
C2.454.71.0,7.810920890318301,12.617931,7,454
C2.484.170.0,7.7940162131672786,6.140538,8,484
C2.454.137.0,7.7880815920511,5.432274,7,454
C2.484.10.0,7.781549156651197,9.658588,8,484
C2.454.160.0,7.774723165401212,6.2589025,7,454
C2.454.216.0,7.768976836697352,0.45693105,7,454
C2.454.68.0,7.743941301796898,3.7149882,7,454
C2.479.49.0,7.7383100167600425,16.370909,6,479
C2.479.57.0,7.727858744175368,8.192693,6,479
C2.479.23.0,7.712405489879476,-3.4178076,6,479
C2.484.174.0,7.711059107927064,3.5893383,8,484
C2.454.236.0,7.698938868967976,5.806431,7,454
C2.454.229.0,7.698403571211234,-1.761369,7,454
C2.484.214.0,7.690831593445346,21.369701,8,484
C2.479.64.0,7.649486517145217,3.5656257,6,479
C2.484.138.0,7.639332039170942,7.7253385,8,484
C2.483.236.0,7.6373800572620985,-2.3982344,6,483
C2.479.14.0,7.6314670506398805,10.692209,6,479
C2.454.240.0,7.626906608935279,5.6589937,6,454
C2.484.152.0,7.626116573915054,5.252876,8,484
C2.484.206.0,7.611879504876996,-9.888049,8,484
C2.454.238.0,7.607583859295136,-3.891008,6,454
C2.454.204.0,7.603746660026029,-5.6937976,7,454
C2.484.129.0,7.6027407169544095,1.3601383,8,484
C2.484.167.0,7.596936924169329,-0.92662424,8,484
C2.482.114.0,7.593794979907785,4.682758,7,482
C2.484.139.0,7.592432197819158,1.7417632,8,484
C2.454.143.0,7.578981270907143,14.317988,7,454
C2.454.60.0,7.572904061809992,7.6191025,7,454
C2.479.16.0,7.546129020377475,3.555659,6,479
C2.484.39.0,7.5423051979022055,-7.451599,8,484
C2.454.85.0,7.539950122128497,-0.35829753,7,454
C2.454.98.0,7.536849627441921,-2.7565975,7,454
C2.484.155.0,7.518059945796961,-14.789412,8,484
C2.454.54.0,7.5063370308563115,19.011759,7,454
C2.454.103.0,7.489911541615501,-8.855826,7,454
C2.484.58.0,7.488977925117005,4.4054127,7,484
C2.484.8.0,7.471403580093007,14.957351,8,484
C2.483.156.0,7.447387795422719,9.521699,6,483
C2.454.65.0,7.446152748751093,-1.3978547,7,454
C2.454.75.0,7.435550664067771,6.931096,6,454
C2.454.235.0,7.4321108882962985,-3.1814404,7,454
C2.484.190.0,7.414136391145834,-6.736174,8,484
C2.484.79.0,7.41000686290995,8.575038,8,484
C2.484.98.0,7.40788802214325,10.290276,8,484
C2.454.162.0,7.396806697527936,-11.724255,7,454
C2.479.26.0,7.39409068602883,-4.7018743,6,479
C2.454.130.0,7.393004835747307,-5.9296017,5,454
C2.479.36.0,7.391459140680221,13.020526,6,479
C2.479.34.0,7.38270303924214,5.156309,6,479
C2.454.187.0,7.381468306439324,10.342531,7,454
C2.484.178.0,7.371343480205462,5.398238,8,484
C2.454.58.0,7.350353498166128,-1.9005119,7,454
C2.484.33.0,7.345131794052388,11.492701,8,484
C2.454.76.0,7.342204231015607,0.74805963,7,454
C2.484.38.0,7.334619744935252,15.478526,8,484
C2.484.199.0,7.332444013189986,-7.800387,8,484
C2.454.104.0,7.3263338225101275,-2.2517548,7,454
C2.479.3.0,7.325424657788349,9.755176,6,479
C2.454.248.0,7.323634608224756,-7.3361545,7,454
C2.454.178.0,7.323263683744017,2.4198024,7,454
C2.484.172.0,7.309145891945583,3.0551257,8,484
C2.484.28.0,7.29714030009376,-24.611862,8,484
C2.484.49.0,7.277581320285035,13.389813,8,484
C2.454.64.0,7.265158682246314,-13.58714,7,454
C2.484.171.0,7.263307946194981,-36.323303,7,484
C2.484.77.0,7.253480167373619,6.2675414,7,484
C2.484.103.0,7.250700934324457,-21.252474,8,484
C2.483.220.0,7.235931071324331,1.7277489,6,483
C2.454.170.0,7.229016839364197,-2.4597118,7,454
C2.484.198.0,7.221114978473141,1.1676632,8,484
C2.454.156.0,7.215065685320981,10.394174,7,454
C2.484.113.0,7.209362195309937,-4.0682445,7,484
C2.454.126.0,7.183724983046259,6.23781,6,454
C2.484.158.0,7.183684618630708,-0.9673368,8,484
C2.454.212.0,7.179733440370012,-10.328612,6,454
C2.483.138.0,7.172938574996725,-20.619787,5,483
C2.454.150.0,7.168655074308647,1.7554739,7,454
C2.484.126.0,7.1537101497558835,5.2807508,8,484
C2.453.48.0,7.146788882679318,14.001291,5,453
C2.484.85.0,7.146328163915608,-11.258473,7,484
C2.479.81.0,7.13732595059701,5.590726,6,479
C2.479.50.0,7.130599816367114,5.2486825,5,479
C2.484.145.0,7.1226708544975255,1.9082757,8,484
C2.484.82.0,7.1215422763943135,-4.9830728,7,484
C2.454.232.0,7.115963736662703,1.8659453,7,454
C2.484.131.0,7.10955671117234,-3.4408617,8,484
C2.454.177.0,7.104944425072421,5.78301,6,454
C2.454.36.0,7.0933999729212225,-5.0529118,7,454
C2.479.67.0,7.092340367132465,17.227959,6,479
C2.479.41.0,7.091692100085393,4.4708924,6,479
C2.484.81.0,7.090572537245742,13.756291,7,484
C2.484.50.0,7.076721701921807,-13.162825,8,484
C2.484.93.0,7.073926942488723,6.1976256,8,484
C2.454.83.0,7.066964640276215,1.4089025,7,454
C2.454.215.0,7.061183422440298,-5.1442795,6,454
C2.484.134.0,7.057399977463069,7.803438,8,484
C2.479.45.0,7.053645051544972,24.034782,5,479
C2.484.191.0,7.050051355834734,-3.3557117,8,484
C2.484.175.0,7.047424088098231,2.5236633,8,484
C2.454.84.0,7.046950179316543,0.59263104,7,454
C2.479.13.0,7.043599600736443,12.380859,6,479
C2.484.195.0,7.039656212015476,2.4680507,8,484
C2.479.48.0,7.035762677993491,-6.3872576,6,479
C2.484.142.0,7.03486918647737,-1.3108872,7,484
C2.479.69.0,7.032156744671991,-3.709941,6,479
C2.454.163.0,7.016441026232563,-3.6407976,7,454
C2.484.22.0,7.014425516672363,-17.719313,8,484
C2.484.67.0,7.011091504858984,11.49817,7,484
C2.454.174.0,7.00609869738561,6.53356,7,454
C2.484.184.0,6.998882892441764,-39.851677,3,484
C2.454.129.0,6.986458859630002,-11.814183,7,454
C2.454.250.0,6.98637226283015,3.1384454,7,454
C2.484.99.0,6.9827500897806205,-2.6139991,8,484
C2.484.42.0,6.980584034994902,-4.7456617,8,484
C2.453.60.0,6.979998157547403,-9.2451105,6,453
C2.483.201.0,6.977669555029547,5.8268156,6,483
C2.484.135.0,6.97420117668253,-0.83529925,8,484
C2.484.25.0,6.96972190907315,2.7598383,8,484
C2.454.135.0,6.953817275411325,3.2800882,7,454
C2.484.118.0,6.950005403762412,11.399376,8,484
C2.454.169.0,6.940574257841455,-5.3488545,7,454
C2.484.89.0,6.930816658049231,-11.291209,7,484
C2.454.167.0,6.928300324175969,9.306731,7,454
C2.482.325.0,6.924303873416018,-0.9096705,7,482
C2.484.35.0,6.912327881499863,-0.97632426,8,484
C2.454.52.0,6.9085000726343955,-0.31118488,6,454
C2.484.66.0,6.904913002443283,-1.4491868,8,484
C2.454.209.0,6.900467411694644,-1.7063404,7,454
C2.454.115.0,6.8941235588735985,2.009988,7,454
C2.454.134.0,6.87906429577746,1.2934881,7,454
C2.453.27.0,6.859584001094117,11.440356,6,453
C2.484.189.0,6.858037882538691,10.532463,8,484
C2.484.62.0,6.852094635243884,-0.038261745,8,484
C2.454.223.0,6.844779330398206,5.561674,7,454
C2.482.310.0,6.841791079418156,-14.687606,6,482
C2.483.209.0,6.835928251826086,-5.705151,6,483
C2.479.18.0,6.835127864160309,15.722509,6,479
C2.454.153.0,6.8347331919632435,-0.25525466,7,454
C2.479.28.0,6.833908216630547,4.7084923,6,479
C2.482.115.0,6.83098696288712,-9.690985,7,482
C2.484.182.0,6.825496279383214,-7.093537,8,484
C2.479.7.0,6.8242764161163985,2.585109,6,479
C2.479.21.0,6.821303472277313,3.8534257,6,479
C2.484.32.0,6.801959528654437,-6.2177367,8,484
C2.479.8.0,6.795205632926679,9.814842,6,479
C2.454.32.0,6.784942645449195,3.7539024,7,454
C2.454.222.0,6.777007746785207,18.313627,5,454
C2.460.19.0,6.7658888776001636,2.3276656,5,460
C2.484.179.0,6.752856543735201,6.634501,8,484
C2.454.87.0,6.721725896172568,-1.5978975,7,454
C2.484.181.0,6.721422738891914,-12.073299,8,484
C2.454.107.0,6.719601121106854,5.980288,7,454
C2.454.146.0,6.714915029590939,3.343231,7,454
C2.454.201.0,6.714043585157355,-0.9099261,7,454
C2.454.164.0,6.7123567815719465,-0.70156896,7,454
C2.454.136.0,6.710031469834512,2.069605,6,454
C2.486.62.0,6.695698900435887,-3.2523062,7,486
C2.483.114.0,6.691703832614047,1.5582656,6,483
C2.483.155.0,6.686041969741138,2.0287902,5,483
C2.454.171.0,6.681358713423737,5.6891456,7,454
C2.483.170.0,6.680481328297515,-7.3773346,6,483
C2.487.161.0,6.6793079663064665,-3.6190052,7,487
C2.484.95.0,6.651005436267272,-3.8550868,8,484
C2.480.100.0,6.649339849582473,14.756417,5,480
C2.484.90.0,6.647564880384452,3.8055131,8,484
C2.484.43.0,6.6458862125488025,0.69661325,8,484
C2.484.202.0,6.633314633219953,-30.94953,7,484
C2.479.2.0,6.629662367646625,6.0634756,6,479
C2.487.91.0,6.62839893517635,3.759309,7,487
C2.454.219.0,6.627893298875203,7.4718165,7,454
C2.484.187.0,6.610318932394101,-10.309776,7,484
C2.484.6.0,6.597570097047143,10.363488,8,484
C2.487.99.0,6.594077666636232,-15.092093,6,487
C2.479.6.0,6.581010664589459,11.379159,6,479
C2.453.19.0,6.573812775805455,0.13515633,6,453
C2.479.27.0,6.56726506831225,-2.477691,6,479
C2.454.149.0,6.5664406336464705,1.2620168,7,454
C2.454.95.0,6.555275269773262,11.080988,7,454
C2.454.233.0,6.540848456237709,1.9412025,7,454
C2.454.69.0,6.53961758265026,-9.000204,6,454
C2.454.243.0,6.523840664950969,-2.9852405,7,454
C2.487.158.0,6.522923702420531,-3.1129625,7,487
C2.484.76.0,6.522021009501804,12.121913,8,484
C2.487.67.0,6.520182939178447,2.504209,7,487
C2.483.208.0,6.518337773941858,-3.3140864,5,483
C2.454.139.0,6.512986038346146,1.4256024,7,454
C2.479.32.0,6.512526128033794,21.47761,6,479
C2.487.65.0,6.511507419138418,4.898687,6,487
C2.480.117.0,6.491898454839284,-0.120122485,5,480
C2.484.23.0,6.48955577865721,9.618188,8,484
C2.484.11.0,6.4893116158995685,-8.75145,8,484
C2.454.118.0,6.486219480210002,2.3204167,7,454
C2.454.39.0,6.471846718815145,0.6967025,7,454
C2.483.140.0,6.471776603390707,5.8778987,6,483
C2.454.152.0,6.4508175900183655,-0.31028324,7,454
C2.484.104.0,6.438455546363105,4.7944384,8,484
C2.454.180.0,6.4383715862987305,-0.60759753,7,454
C2.461.117.0,6.427487416292771,-7.8405743,7,461
C2.479.63.0,6.412748106794026,5.5579257,6,479
C2.453.67.0,6.399975213947658,3.0670896,6,453
C2.484.16.0,6.398999803349116,6.0981507,8,484
C2.454.249.0,6.3928689527216545,-2.9948118,7,454
C2.454.55.0,6.39203039182292,-0.89899755,7,454
C2.484.1.0,6.383925404238479,4.8464756,8,484
C2.484.115.0,6.383842561988892,-4.908187,8,484
C2.484.201.0,6.377757804084777,16.534384,7,484
C2.454.144.0,6.3748664649675835,-3.8247283,6,454
C2.479.29.0,6.374195248187366,13.760925,6,479
C2.484.108.0,6.367613041855877,-1.2496368,8,484
C2.484.197.0,6.366540515698291,4.5741506,8,484
C2.484.137.0,6.36314065165017,1.5560508,8,484
C2.454.159.0,6.337223042714895,6.4425373,6,454
C2.484.166.0,6.334704904984161,-1.2395742,8,484
C2.483.206.0,6.3082823397349355,-1.8116012,6,483
C2.483.124.0,6.301544406230457,-0.2948178,6,483
C2.484.204.0,6.299534842791256,-11.564124,8,484
C2.483.167.0,6.2919948307475595,8.261465,6,483
C2.454.124.0,6.280308448757181,-0.14975467,7,454
C2.454.168.0,6.2758272453960275,-1.861296,6,454
C2.454.123.0,6.272846513353067,2.9250453,7,454
C2.484.132.0,6.2662706698445465,-16.098373,8,484
C2.485.189.0,6.262051152457385,2.5141222,8,485
C2.483.160.0,6.259757484450772,-5.781101,6,483
C2.483.214.0,6.257894510051007,5.4845324,6,483
C2.454.81.0,6.25660716995019,-3.3812976,7,454
C2.454.88.0,6.255426815434843,10.572416,7,454
C2.486.75.0,6.255274239348766,18.908918,6,486
C2.454.196.0,6.2545343267283595,5.6294312,7,454
C2.487.167.0,6.247854951305318,18.078981,7,487
C2.483.134.0,6.234736222969963,3.6830156,6,483
C2.482.299.0,6.231257952088424,-1.0807134,7,482
C2.454.214.0,6.226844912133492,2.7172596,7,454
C2.460.74.0,6.224782877276208,-4.8331943,5,460
C2.487.73.0,6.224328951242447,-2.4973052,7,487
C2.454.202.0,6.213804447730255,-6.1595974,7,454
C2.480.103.0,6.212162588138374,1.7571864,4,480
C2.484.51.0,6.211735429056631,7.0804257,8,484
C2.484.151.0,6.20969206713189,8.858889,8,484
C2.479.82.0,6.200250227182495,2.5360327,5,479
C2.454.213.0,6.199953705246186,-3.1672404,7,454
C2.486.64.0,6.1987005090436496,-5.8132033,6,486
C2.484.186.0,6.193822333845837,-10.38498,7,484
C2.486.58.0,6.192250793005438,-19.526249,7,486
C2.483.186.0,6.188496791228459,-9.831585,6,483
C2.454.184.0,6.188229439996639,-2.1249404,7,454
C2.457.105.0,6.187188821327231,20.570305,4,457
C2.484.125.0,6.18376815794956,-7.0834866,8,484
C2.484.3.0,6.179712127601634,-0.24839924,8,484
C2.454.182.0,6.177461965336273,7.3007455,7,454
C2.453.16.0,6.171888754751381,-1.4447104,6,453
C2.484.130.0,6.16473347449864,-5.016687,8,484
C2.482.332.0,6.145379099856795,3.4981236,6,482
C2.454.210.0,6.115138647947507,-0.91259754,7,454
C2.454.102.0,6.104445204319456,8.97806,7,454
C2.484.146.0,6.102662021642037,9.066713,8,484
C2.484.107.0,6.094053663523684,-11.38135,8,484
C2.457.50.0,6.089871741792222,17.140697,3,457
C2.479.65.0,6.08221802170507,14.444575,6,479
C2.483.144.0,6.068572377817963,6.202132,6,483
C2.482.337.0,6.067400570606111,11.987387,7,482
C2.485.211.0,6.064944541567285,16.602434,8,485
C2.484.15.0,6.0625745451399435,4.4691615,6,484
C2.485.132.0,6.059735561969807,4.405897,8,485
C2.484.211.0,6.0514000941434425,13.066391,7,484
C2.484.64.0,6.0458543808567695,2.0562882,8,484
C2.454.166.0,6.0440830299807615,0.3820739,7,454
C2.454.106.0,6.041271262042271,0.58764535,7,454
C2.484.119.0,6.036889426943898,0.81405073,8,484
C2.487.125.0,6.035760946039563,-1.7201624,7,487
C2.484.173.0,6.02038806461301,18.143614,8,484
C2.484.159.0,6.020135254776419,0.88758826,8,484
C2.459.115.0,6.011889601562753,-3.640545,4,459
C2.480.118.0,6.009317480740903,-16.280842,5,480
C2.479.61.0,6.004107997524649,6.450209,6,479
C2.491.105.0,6.0002739597710315,24.038265,6,491
C2.482.303.0,5.996934914894461,-6.374556,7,482
C2.459.110.0,5.994920167427593,-17.74417,4,459
C2.454.226.0,5.991554118454939,9.289826,6,454
C2.479.5.0,5.979927259037244,-0.8931909,6,479
C2.484.192.0,5.971554144445447,-29.904766,7,484
C2.484.185.0,5.9712861100214445,8.2295885,8,484
C2.454.242.0,5.968526370725394,-11.135597,7,454
C2.487.109.0,5.966019589805457,-2.1226337,7,487
C2.479.60.0,5.965238244583479,6.8894258,6,479
C2.459.9.0,5.964306697743012,2.4335353,3,459
C2.459.23.0,5.9625239639361824,-4.4211197,4,459
C2.484.36.0,5.96053657843402,7.236476,8,484
C2.491.102.0,5.960423055711276,27.211533,6,491
C2.484.100.0,5.946810445591667,-0.26348674,8,484
C2.479.15.0,5.932540082097961,8.842142,6,479
C2.459.11.0,5.921149584046879,0.33663008,4,459
C2.487.93.0,5.909904969428813,8.20748,7,487
C2.482.318.0,5.902864896244969,13.040273,7,482
C2.453.82.0,5.894385001366822,-4.733727,6,453
C2.484.114.0,5.894329160147279,20.009151,8,484
C2.484.121.0,5.891895922721964,16.38613,7,484
C2.486.98.0,5.891478544470507,7.5419655,7,486
C2.454.40.0,5.8846177830365605,1.7802168,7,454
C2.487.102.0,5.878039364748672,-0.46687666,7,487
C2.491.70.0,5.877705001561054,15.104049,6,491
C2.454.38.0,5.8721877343142825,-4.972012,7,454
C2.480.46.0,5.851255883866583,6.588564,3,480
C2.484.127.0,5.847997583484353,4.5311007,8,484
C2.486.93.0,5.835024305801097,-7.587749,7,486
C2.454.53.0,5.834145613780154,3.342031,7,454
C2.479.56.0,5.832615901459351,-0.75537425,6,479
C2.479.10.0,5.8314795540122395,8.437492,6,479
C2.484.37.0,5.830267986356437,4.7009506,8,484
C2.480.114.0,5.828236808607738,-5.2088423,5,480
C2.459.27.0,5.827601159827813,-3.0295699,4,459
C2.495.101.0,5.822570994128903,-8.743009,7,495
C2.487.147.0,5.806722030581098,-5.351091,7,487
C2.487.148.0,5.806106881483713,-14.780505,7,487
C2.460.85.0,5.802494194877395,3.893919,4,460
C2.454.220.0,5.800833652206159,4.95176,7,454
C2.484.69.0,5.797352928166748,-20.493124,8,484
C2.483.238.0,5.794794549459822,2.8507822,6,483
C2.487.115.0,5.794340493821143,0.2579376,7,487
C2.483.173.0,5.79308993614593,5.4504156,6,483
C2.483.133.0,5.791008847200453,0.18521361,5,483
C2.459.97.0,5.789985521718244,-17.21337,4,459
C2.485.69.0,5.789211347813183,18.78033,7,485
C2.486.72.0,5.784898615416934,9.965385,6,486
C2.484.200.0,5.783633151468428,10.429677,7,484
C2.454.247.0,5.769805265176547,-0.6204118,7,454
C2.480.67.0,5.769571993174466,-6.4297824,5,480
C2.483.215.0,5.760498274367063,-1.0037678,6,483
C2.454.79.0,5.758220318940848,3.6392167,7,454
C2.485.105.0,5.7581053504841915,9.765597,8,485
C2.495.138.0,5.755317352381979,-8.585195,7,495
C2.484.47.0,5.747526342395951,11.700388,8,484
C2.483.128.0,5.747462942948975,-15.309685,6,483
C2.484.141.0,5.74735711299172,10.643963,8,484
C2.485.4.0,5.746932193064401,4.339372,8,485
C2.484.128.0,5.745693420298185,2.6696258,8,484
C2.458.51.0,5.743628709373107,13.987805,5,458
C2.483.157.0,5.7421242421785434,11.337133,5,483
C2.460.79.0,5.741551559400647,-3.5355744,5,460
C2.454.173.0,5.736884468563227,-7.868326,7,454
C2.457.3.0,5.736872827449226,26.523905,4,457
C2.454.74.0,5.736079157263655,-0.0813261,7,454
C2.484.96.0,5.7291754097435375,-22.478931,7,484
C2.457.65.0,5.725758145154301,-0.3335199,4,457
C2.456.142.0,5.724404407126298,10.905367,5,456
C2.487.51.0,5.703714994017292,6.7253947,7,487
C2.487.72.0,5.694785137494296,-6.0433908,7,487
C2.453.49.0,5.694074058276891,12.842007,6,453
C2.485.126.0,5.692147398081057,-1.8131152,8,485
C2.483.122.0,5.687692974436419,-3.556751,6,483
C2.487.142.0,5.682252363902072,-3.8715765,7,487
C2.484.83.0,5.676626538398223,-9.013974,8,484
C2.479.25.0,5.671904263764436,-1.6654619,5,479
C2.483.143.0,5.660100665934054,-29.17903,3,483
C2.453.30.0,5.658495253094216,1.743423,6,453
C2.491.164.0,5.658241388580891,11.598998,6,491
C2.482.323.0,5.656237876829662,16.182238,5,482
C2.491.82.0,5.655469088349665,24.866116,6,491
C2.485.3.0,5.654002494880694,9.774437,7,485
C2.487.107.0,5.649320127291906,10.180881,7,487
C2.487.61.0,5.6418685484365705,-0.1043338,7,487
C2.485.31.0,5.639015640731794,3.5876098,8,485
C2.482.321.0,5.638406308835923,-1.0503134,7,482
C2.457.27.0,5.626462726752848,-3.5651698,4,457
C2.483.120.0,5.623854046859913,6.9066486,6,483
C2.480.75.0,5.623464586853534,11.302914,4,480
C2.454.131.0,5.621456161847309,-2.9172404,7,454
C2.483.135.0,5.619050089745115,3.0833821,6,483
C2.483.176.0,5.613440131525928,3.161299,6,483
C2.479.42.0,5.612907317183363,15.502309,6,479
C2.457.73.0,5.605609437522475,16.153706,4,457
C2.454.141.0,5.604397306310926,9.460474,7,454
C2.487.121.0,5.6042033379335985,-2.9634194,7,487
C2.484.102.0,5.600082965000857,14.9413,8,484
C2.485.214.0,5.597251662787377,3.6311972,8,485
C2.484.26.0,5.5852565982049835,12.148338,8,484
C2.484.219.0,5.58382324987131,1.2531383,8,484
C2.479.19.0,5.577116999628668,6.072076,6,479
C2.485.165.0,5.5734153887700355,4.25911,8,485
C2.454.94.0,5.551680472001635,-6.8635974,7,454
C2.483.165.0,5.549358699663433,-7.2837343,6,483
C2.495.166.0,5.5472213993039015,-5.415981,8,495
C2.480.96.0,5.5459560358895015,6.3820977,5,480
C2.487.117.0,5.544737989387646,0.052337624,7,487
C2.456.155.0,5.544737036728693,0.086506546,5,456
C2.479.37.0,5.542194844010346,1.4528757,6,479
C2.487.118.0,5.5394920379414785,19.17421,7,487
C2.484.116.0,5.537956916272334,-0.009749247,8,484
C2.483.171.0,5.5376983260632775,4.537632,6,483
C2.485.22.0,5.53748730217775,8.657197,8,485
C2.457.52.0,5.532622459504934,0.4299301,4,457
C2.485.44.0,5.530946016024681,10.35456,8,485
C2.484.92.0,5.530326934939602,11.467576,8,484
C2.484.65.0,5.5202371022889745,-3.3217492,8,484
C2.480.80.0,5.519835413411962,6.339415,4,480
C2.479.24.0,5.507077360557949,12.084892,6,479
C2.484.164.0,5.4985351448992414,-9.9626875,7,484
C2.482.300.0,5.494660160708416,-2.6044133,7,482
C2.464.40.0,5.493852485209076,5.1671877,5,464
C2.482.334.0,5.492633085494324,11.336915,7,482
C2.483.175.0,5.492080295840302,7.313732,6,483
C2.454.190.0,5.4903204597021755,5.7335453,7,454
C2.453.69.0,5.489302920844017,-4.412327,6,453
C2.454.78.0,5.488417422503941,-7.747269,7,454
C2.487.131.0,5.485309593695476,15.176394,7,487
C2.480.108.0,5.48522420105654,7.2929177,5,480
C2.457.53.0,5.484774932691977,-1.6880449,4,457
C2.487.141.0,5.483352243119222,10.853309,7,487
C2.485.181.0,5.482891092916915,-8.876102,8,485
C2.461.19.0,5.4791995724100255,-10.508017,7,461
C2.495.44.0,5.478900741863082,-2.9276557,6,495
C2.483.161.0,5.47601793337018,0.56309885,6,483
C2.459.50.0,5.474887639991172,4.9805303,4,459
C2.464.19.0,5.474421079363347,2.4212675,5,464
C2.485.68.0,5.473652652483653,-22.989605,6,485
C2.484.124.0,5.471993372846002,4.7386384,8,484
C2.480.106.0,5.470822517838807,4.1932974,5,480
C2.491.156.0,5.470612650645548,3.4040153,6,491
C2.479.62.0,5.469215824778928,5.0650926,6,479
C2.457.128.0,5.469040211767984,21.19738,4,457
C2.454.100.0,5.468089454541262,1.9308025,7,454
C2.483.183.0,5.4652199632154055,-6.1607842,6,483
C2.482.314.0,5.4613265711662935,17.450659,7,482
C2.491.109.0,5.461200748642347,3.6412818,6,491
C2.487.70.0,5.460503105596059,5.649952,7,487
C2.491.128.0,5.45898863842807,19.049305,5,491
C2.485.100.0,5.4537844470505865,-1.8419902,8,485
