line,pred,y,n_fields,population
C1.380.50,7.6158797989732765,17.75123,5,380
C1.384.148,7.604940563616842,3.7404203,2,384
C1.401.13,7.599722737095959,-14.83917,6,401
C1.381.37,7.5994025060629955,5.3577003,5,381
C1.380.155,7.584673445455427,7.3725305,5,380
C1.428.214,7.573241254113558,3.8247473,6,428
C1.380.77,7.557700383390122,0.31807068,5,380
C1.427.27,7.551268355495149,-11.855333,5,427
C1.428.197,7.534454512924739,5.0888166,5,428
C1.380.10,7.488244874186835,3.7799506,5,380
C1.380.136,7.487042375874203,0.8297707,5,380
C1.384.6,7.479100569150391,5.1839204,2,384
C1.384.163,7.4593689790644655,-9.88983,2,384
C1.379.66,7.4222048669452505,0.48394698,6,379
C1.381.108,7.419009163629979,18.795479,4,381
C1.380.34,7.388571928794201,-9.5905695,5,380
C1.401.83,7.3878617174451,6.717863,6,401
C1.429.89,7.377817959278369,5.746232,7,429
C1.380.177,7.37512649160419,-10.97559,5,380
C1.380.59,7.3580629987267105,-0.2480371,4,380
C1.384.126,7.357028515794738,23.49312,2,384
C1.380.172,7.3495558188937,-4.7004495,5,380
C1.428.192,7.343394698517594,1.5957307,6,428
C1.384.137,7.339113224318689,9.835521,2,384
C1.380.118,7.323101074775427,8.224638,4,380
C1.384.96,7.278127482232884,19.68827,2,384
C1.379.56,7.27808860048124,-15.13462,6,379
C1.380.16,7.273749275864927,-3.4308894,5,380
C1.384.95,7.272206657862506,19.70142,2,384
C1.384.17,7.203466626077314,8.51317,2,384
C1.384.32,7.200064947906661,14.97777,2,384
C1.401.66,7.194106842121366,-2.973037,6,401
C1.381.95,7.190444966580245,7.77052,5,381
C1.384.146,7.1618332429107125,6.3612204,2,384
C1.380.114,7.144131531474516,4.271011,5,380
C1.384.89,7.13380814584336,6.4813204,2,384
C1.380.162,7.132038038104871,8.290771,5,380
C1.428.208,7.127568972277795,5.3792305,6,428
C1.428.100,7.105455336302345,8.390564,6,428
C1.380.117,7.103639758842791,-8.14329,5,380
C1.384.48,7.099802202233766,23.23327,2,384
C1.391.53,7.093162770659477,2.898448,4,391
C1.384.49,7.0929166959355445,-9.479779,2,384
C1.380.148,7.049138561293705,7.1005306,5,380
C1.380.192,7.046285827508205,-1.0076871,4,380
C1.427.87,7.021953463171028,-22.6127,4,427
C1.381.6,7.020310836634509,-0.9908085,3,381
C1.401.22,7.00365108153769,-7.1487203,6,401
C1.380.76,6.998213689350972,-12.856629,5,380
C1.384.66,6.98326024777011,14.65722,2,384
C1.401.60,6.981144814730697,-20.083437,6,401
C1.428.229,6.979299431135358,19.778847,6,428
C1.400.112,6.977749157477481,7.7948437,4,400
C1.380.167,6.975924650876699,4.7658706,5,380
C1.381.120,6.965328616129055,3.9263601,5,381
C1.384.133,6.959758629723181,5.6870203,2,384
C1.427.25,6.951650193120657,21.665667,5,427
C1.391.65,6.948127800119621,-16.097427,4,391
C1.380.140,6.934142969650682,23.624367,4,380
C1.380.78,6.930008376363476,-8.193769,5,380
C1.380.80,6.929747853545906,-5.6853294,5,380
C1.388.140,6.927968212125038,7.089261,5,388
C1.379.57,6.922520880836262,-5.4391365,6,379
C1.388.3,6.917285704727124,-18.796219,5,388
C1.384.46,6.915089461623295,19.89907,2,384
C1.384.35,6.913617424383513,17.88142,2,384
C1.379.42,6.905827475477015,9.863661,5,379
C1.428.184,6.886034709505472,16.805647,6,428
C1.380.105,6.8831989684282595,12.863891,5,380
C1.384.82,6.8810192082829635,15.987571,2,384
C1.380.166,6.865304743047724,19.810587,4,380
C1.388.4,6.862975139450251,20.779602,5,388
C1.384.67,6.859577336583441,22.01332,2,384
C1.401.26,6.849886309551855,-1.3797536,6,401
C1.427.26,6.844895658531513,9.069547,5,427
C1.384.107,6.844500111217426,33.88297,2,384
C1.428.193,6.830754898616658,5.336747,6,428
C1.388.129,6.826234069445175,4.4118166,4,388
C1.381.27,6.824673949178758,-4.1643796,5,381
C1.388.195,6.8067708587596165,0.6284413,5,388
C1.381.80,6.805967828109716,9.38772,5,381
C1.379.15,6.795435539975159,-0.84310305,6,379
C1.384.144,6.786581149758224,12.618421,2,384
C1.380.152,6.7784455751143,24.692432,4,380
C1.381.193,6.776483889318033,3.2010002,5,381
C1.388.200,6.775681210503225,-11.894659,5,388
C1.384.88,6.765580354282856,1.1454703,2,384
C1.380.97,6.761889178205334,11.88055,5,380
C1.380.15,6.759099719789217,6.4761105,5,380
C1.381.56,6.758065326647544,2.1884003,5,381
C1.401.24,6.748414292147561,-16.526903,6,401
C1.384.18,6.745677221737317,4.9876704,2,384
C1.388.107,6.73862897646877,-32.388477,5,388
C1.380.92,6.735151384284417,-2.5886693,5,380
C1.384.5,6.732703977220797,22.96522,2,384
C1.428.226,6.7245443113570555,9.9837475,6,428
C1.380.17,6.720276051478201,-1.2757293,5,380
C1.428.148,6.718965259808016,-20.15242,6,428
C1.401.80,6.7177591320394265,-15.4453535,6,401
C1.380.69,6.714936921658918,7.650871,5,380
C1.381.153,6.708852497828883,24.77788,5,381
C1.384.40,6.704234585447926,-0.3346297,2,384
C1.388.172,6.693051379846649,1.0102212,5,388
C1.380.19,6.673898958353311,5.567351,5,380
C1.427.97,6.667941748670249,-2.6315737,5,427
C1.384.39,6.655452710946357,6.76527,2,384
C1.388.37,6.650270178364717,7.062921,5,388
C1.400.62,6.649764758600471,-11.533656,4,400
C1.379.50,6.64688412135806,-7.678203,6,379
C1.380.40,6.645008473154322,1.8725829,4,380
C1.428.220,6.644555584693795,-1.159636,6,428
C1.379.32,6.641971095443118,-6.6942863,6,379
C1.401.47,6.635504399980076,-5.0171704,6,401
C1.428.176,6.63260015851441,8.412864,6,428
C1.388.125,6.6319955961982,-15.289959,5,388
C1.380.88,6.627089137541419,7.146291,5,380
C1.428.206,6.6227731294618355,-1.1278027,6,428
C1.428.225,6.621407976843136,-10.141819,6,428
C1.428.209,6.616274885511011,0.6795473,6,428
C1.401.6,6.614413176705004,-24.178988,6,401
C1.421.82,6.613521582660219,-9.9009285,4,421
C1.384.7,6.61229842839382,14.34682,2,384
C1.427.33,6.6088111481970975,-4.7055936,5,427
C1.391.60,6.60847145095134,-7.657302,4,391
C1.381.132,6.602460872904506,17.402765,4,381
C1.427.8,6.600687507637949,-12.813153,5,427
C1.391.57,6.596112909427158,-6.351452,4,391
C1.380.193,6.59335459014337,-7.2228293,5,380
C1.401.53,6.590507521139509,-5.806736,5,401
C1.380.25,6.5803989254602,7.181463,4,380
C1.388.170,6.580117207627829,-2.3396714,4,388
C1.401.63,6.565702725111841,5.8438463,6,401
C1.384.42,6.564431783093475,19.47492,2,384
C1.430.115,6.5641508944217435,7.689318,5,430
C1.428.145,6.562941644978358,13.161581,6,428
C1.388.182,6.562609493286821,16.21606,5,388
C1.384.22,6.554673101512336,27.09692,2,384
C1.428.94,6.55319169807592,2.6460474,6,428
C1.384.8,6.552049581193204,27.33342,2,384
C1.427.24,6.550842423937775,-1.1720337,5,427
C1.380.153,6.550219346606752,11.942071,5,380
C1.379.36,6.547512931920868,-13.281653,6,379
C1.401.72,6.541326324159916,11.266184,5,401
C1.379.75,6.540315067834462,-1.7910697,6,379
C1.428.107,6.5398197171551145,-1.1681861,6,428
C1.428.123,6.520655573087848,-15.476152,6,428
C1.384.56,6.518811509303097,17.30192,2,384
C1.388.166,6.50893303157019,-8.488499,5,388
C1.380.65,6.506385323536717,12.390591,5,380
C1.412.25,6.504683567453445,10.762907,6,412
C1.381.71,6.503985173540644,28.178915,4,381
C1.380.131,6.498910186003257,2.7155907,5,380
C1.381.148,6.493065471572682,-10.53158,5,381
C1.380.79,6.492761749593499,-15.070917,4,380
C1.380.111,6.486159097231958,-3.1283293,5,380
C1.380.130,6.483043317731497,2.4074907,5,380
C1.427.88,6.4792816732065095,2.7072463,5,427
C1.380.13,6.476291207744878,-0.5249293,5,380
C1.388.192,6.472138147320452,6.9704213,5,388
C1.380.30,6.471963683123056,-11.986062,4,380
C1.380.194,6.467136178166916,-3.0664694,5,380
C1.379.7,6.46468671935898,-0.66596365,5,379
C1.381.24,6.4522116546721096,11.80352,5,381
C1.380.49,6.446595842569027,7.702211,5,380
C1.401.67,6.4460263246702425,-18.495554,6,401
C1.388.149,6.44507193693198,-1.1199213,4,388
C1.427.98,6.437988183592144,-23.770998,4,427
C1.401.93,6.436867901167789,2.0028799,6,401
C1.381.26,6.42745113556318,6.19498,5,381
C1.384.87,6.423970505950022,19.84932,2,384
C1.380.113,6.416871350210637,-10.250489,5,380
C1.381.126,6.415200178101275,7.09096,5,381
C1.379.48,6.413561967060236,-17.337158,5,379
C1.380.191,6.411489341538853,7.571613,4,380
C1.384.21,6.400469718390799,27.30962,2,384
C1.380.63,6.396300634915257,9.82929,5,380
C1.391.8,6.390252461543524,-10.228177,4,391
C1.381.158,6.388082753232753,12.66816,5,381
C1.380.158,6.384668006730831,8.951811,5,380
C1.401.28,6.383274239541346,-20.236788,6,401
C1.381.124,6.378371351986304,4.66342,5,381
C1.428.217,6.373151773619567,8.540547,6,428
C1.384.26,6.363728109175728,20.45207,2,384
C1.429.26,6.357074705175704,11.736743,5,429
C1.384.91,6.350101272176375,7.5154204,2,384
C1.380.199,6.345964862575137,22.423931,5,380
C1.384.150,6.345495255979069,14.1762705,2,384
C1.381.112,6.343123493122572,3.2615402,5,381
C1.384.12,6.3415867156565575,18.42487,2,384
C1.380.139,6.338948720751583,0.8134107,5,380
C1.380.141,6.3371875163346525,-4.4366093,5,380
C1.384.28,6.329868640871403,10.18912,2,384
C1.384.102,6.329111157702449,7.67672,2,384
C1.385.114,6.323389488398558,-0.6022052,5,385
C1.401.96,6.322578519564494,-15.725754,6,401
C1.380.23,6.315577986154422,1.7838907,5,380
C1.384.10,6.314532562400668,-4.3614798,2,384
C1.384.134,6.307337501049107,0.24182029,2,384
C1.384.93,6.306760777354045,35.24212,2,384
C1.428.174,6.294266143648461,22.042652,5,428
C1.401.16,6.290851204948828,-5.785287,6,401
C1.384.129,6.287775134860519,21.72167,2,384
C1.428.126,6.28536435939288,1.209114,6,428
C1.384.119,6.28234955730294,1.7489203,2,384
C1.380.64,6.27875955440569,11.124011,5,380
C1.388.178,6.26717198701859,-9.136109,4,388
C1.384.44,6.256020605298601,0.5577703,2,384
C1.428.173,6.2555748530706845,-0.27683604,6,428
C1.421.94,6.252261475299531,8.931602,5,421
C1.388.145,6.248152911512313,4.9778285,4,388
C1.384.74,6.247131830050162,11.91877,2,384
C1.388.124,6.229791687406081,-5.1390386,5,388
C1.380.66,6.226476278336661,14.000338,4,380
C1.384.120,6.226269344575877,29.57267,2,384
C1.381.22,6.223803566009557,10.3571005,5,381
C1.379.18,6.220037457668947,-5.7166862,6,379
C1.388.42,6.215961190737236,7.321101,5,388
C1.428.150,6.214878132479626,9.741064,6,428
C1.380.165,6.214864939177227,7.3455305,5,380
C1.384.31,6.206799959587725,11.55457,2,384
C1.391.50,6.205361318124282,-6.2464714,3,391
C1.379.62,6.18487128653393,-58.08481,2,379
C1.381.5,6.18375779875877,9.807341,5,381
C1.381.39,6.176854371549605,6.3530803,5,381
C1.381.138,6.170775990904329,9.82678,5,381
C1.388.19,6.167119675075032,5.3111415,5,388
C1.384.85,6.157000171389724,30.73472,2,384
C1.421.3,6.147986827817175,4.333921,5,421
C1.380.33,6.144380860697316,-6.185149,5,380
C1.429.88,6.142995167754885,-24.132069,7,429
C1.428.204,6.142327278915938,7.846114,6,428
C1.388.190,6.136206805424201,-5.0701785,5,388
C1.421.21,6.130304982220046,8.818481,5,421
C1.384.37,6.116564055048417,9.33457,2,384
C1.388.137,6.108550025907521,-16.622118,5,388
C1.379.91,6.104762740122662,-42.041798,4,379
C1.391.36,6.103455025760867,2.652873,4,391
C1.421.6,6.098798289311586,-8.127802,4,421
C1.388.15,6.097307532092252,9.381928,4,388
C1.380.18,6.0912801059666135,9.688571,5,380
C1.381.36,6.086132898741846,6.9023404,5,381
C1.384.52,6.083217458857075,21.79177,2,384
C1.428.104,6.077787767538533,1.2233973,6,428
C1.401.57,6.074560163532506,-12.53217,6,401
C1.380.142,6.072640646547607,4.06501,3,380
C1.384.167,6.07173516565422,-4.36793,2,384
C1.385.78,6.070451179699826,-27.467745,6,385
C1.388.179,6.047667178299857,-5.0499988,5,388
C1.380.75,6.045691090262029,-8.590129,5,380
C1.384.24,6.042131443371499,29.20202,2,384
C1.429.29,6.0167491857215305,-18.286434,6,429
C1.388.84,6.013450868142686,4.0676413,5,388
C1.428.128,6.011071642919363,3.6161306,6,428
C1.379.87,6.0005812777363525,-1.4199697,6,379
C1.381.62,5.999636946155033,7.5406404,5,381
C1.379.92,5.998741882486383,-32.6254,4,379
C1.381.84,5.995531036840581,17.599821,5,381
C1.384.92,5.992111301136121,17.21797,2,384
C1.384.62,5.9886634594683,12.60137,2,384
C1.384.53,5.985437211551969,-3.2911298,2,384
C1.401.37,5.978127171099765,-25.44197,6,401
C1.380.85,5.968213132173245,10.5372305,5,380
C1.388.198,5.963143896887009,-14.435439,5,388
C1.379.19,5.962353037304168,-12.571319,5,379
C1.421.83,5.95817205581042,3.919961,5,421
C1.388.41,5.950087555620773,-2.1324387,5,388
C1.384.181,5.945358196488951,22.98527,2,384
C1.380.28,5.9442659230983494,8.337009,3,380
C1.427.28,5.9325795651737385,5.6379266,5,427
C1.391.28,5.9278615884589065,-6.433427,4,391
C1.401.35,5.926826809213216,-3.7633703,6,401
C1.381.178,5.926447673237144,11.363689,4,381
C1.381.147,5.922681863695085,4.03106,5,381
C1.388.196,5.921225569986844,0.06872126,5,388
C1.388.104,5.917552721081086,-1.0177587,5,388
C1.421.52,5.912214805437748,5.761561,5,421
C1.388.66,5.905749405942641,-17.854662,3,388
C1.428.92,5.905550551751627,10.683645,5,428
C1.391.63,5.899965518632837,-22.066751,4,391
C1.388.174,5.8992566349999604,18.163921,5,388
C1.388.21,5.894919034916164,-12.562422,4,388
C1.380.55,5.894177726078135,-4.289862,4,380
C1.384.20,5.886227558546756,9.04282,2,384
C1.381.31,5.885126491489257,4.68862,5,381
C1.380.61,5.883766007763545,10.052771,5,380
C1.388.113,5.883673048275289,-9.469638,3,388
C1.421.2,5.873072607643011,6.642701,5,421
C1.384.11,5.868821272096244,3.1469703,2,384
C1.384.151,5.8638761715259164,13.125071,2,384
C1.421.35,5.862195683743541,-15.793959,5,421
C1.421.203,5.861181355365119,-2.8272388,5,421
C1.381.41,5.8574985347684825,-4.9587197,5,381
C1.384.29,5.8547299379450894,-4.54583,2,384
C1.381.15,5.854075777433011,19.74318,5,381
C1.421.205,5.852896983884545,-1.1036519,4,421
C1.381.9,5.847906509646908,-4.9213996,5,381
C1.384.117,5.8462278560020415,9.01437,2,384
C1.421.132,5.845357434682149,8.411281,5,421
C1.388.32,5.844091423662309,-2.2743988,5,388
C1.388.131,5.836649351435227,-10.268621,4,388
C1.429.67,5.835675008757272,3.7334175,7,429
C1.384.2,5.829309402578126,2.6423204,2,384
C1.380.74,5.825306501718212,-3.5145693,5,380
C1.428.124,5.823733805321427,-2.0443027,6,428
C1.384.16,5.823240209556993,4.11427,2,384
C1.384.30,5.820307001680587,22.73632,2,384
C1.380.134,5.812444918265651,-5.313669,5,380
C1.384.33,5.81199893327272,-8.04463,2,384
C1.380.159,5.811868775809599,10.784183,4,380
C1.421.126,5.80234331576876,-7.790439,5,421
C1.388.133,5.801158354106406,-5.801771,4,388
C1.388.73,5.795065392095114,-11.657139,5,388
C1.388.80,5.795020314661899,9.828261,5,388
C1.381.145,5.788539383676813,-5.9133596,5,381
C1.412.121,5.788142887515297,3.5263572,6,412
C1.428.228,5.786368090766306,2.2796807,6,428
C1.380.72,5.78197469488074,3.2695308,5,380
C1.429.93,5.780431146599514,-18.928041,6,429
C1.385.29,5.780317871504731,9.393822,6,385
C1.412.19,5.776841493033109,-7.208826,6,412
C1.421.138,5.771942223745013,5.1258903,4,421
C1.391.9,5.769261099671947,5.2901483,4,391
C1.381.133,5.7690409493534345,8.29774,5,381
C1.388.8,5.766565729948107,-4.5730386,5,388
C1.421.73,5.764442932040613,-0.20025891,5,421
C1.381.152,5.76418080532513,13.77944,5,381
C1.381.161,5.760677946312799,10.78172,5,381
C1.421.26,5.757814698893834,-3.988499,5,421
C1.423.97,5.750882521761624,18.765335,6,423
C1.380.184,5.749823490966652,21.512371,5,380
C1.384.180,5.7411760844668684,-11.49518,2,384
C1.385.58,5.727875628093949,12.817505,6,385
C1.388.67,5.725698589801239,7.292581,5,388
C1.381.104,5.7237186323198985,3.2589202,5,381
C1.428.196,5.7215653291013515,3.1550639,6,428
C1.380.135,5.713279933940754,7.792731,5,380
C1.381.130,5.710922909107373,14.061,5,381
C1.384.78,5.703706110038902,3.8101702,2,384
C1.381.58,5.695818070701342,-7.5683,5,381
C1.380.94,5.689422913458393,3.2647579,4,380
C1.380.60,5.685897324484325,-11.25997,5,380
C1.384.77,5.682332774012916,10.80607,2,384
C1.423.107,5.6822443794408155,8.881719,6,423
C1.388.188,5.678261512857755,7.1787014,5,388
C1.381.8,5.678009021359699,9.734261,5,381
C1.388.9,5.677447518249399,21.088982,5,388
C1.380.29,5.674337298556623,-15.97265,5,380
C1.380.96,5.6649814023632725,19.121408,4,380
C1.381.21,5.661592013575409,3.9747403,5,381
C1.388.70,5.659840270375149,3.6024613,5,388
C1.380.149,5.657662094834406,-2.1021671,4,380
C1.381.134,5.6541635141833,0.5035402,5,381
C1.427.22,5.652380108732151,-8.948653,5,427
C1.381.90,5.6373494619085305,-3.4947398,5,381
C1.401.11,5.632964961096725,-11.184287,6,401
C1.381.4,5.62834966530486,14.56689,4,381
C1.400.98,5.626975231484881,3.1863935,4,400
C1.388.89,5.626715519508831,-10.310279,5,388
C1.388.92,5.624311099309161,-18.271446,4,388
C1.388.123,5.623599853529346,-1.3833587,5,388
C1.427.100,5.622445232202653,3.6205864,5,427
C1.427.99,5.62134720415202,-3.9477336,5,427
C1.421.77,5.616168599041489,3.9246213,4,421
C1.391.34,5.615680644180874,-4.242977,4,391
C1.388.54,5.615004823044258,-10.597746,4,388
C1.381.168,5.614041350762455,9.57442,5,381
C1.429.25,5.613676166538905,-8.906282,7,429
C1.428.199,5.607302385884388,3.262914,6,428
C1.427.90,5.601526481341406,1.5786064,5,427
C1.380.42,5.598735421400026,2.7241707,5,380
C1.388.91,5.598463244041299,-7.668759,5,388
C1.421.141,5.598054248236176,-5.368979,5,421
C1.379.16,5.597830145029903,-1.3327197,6,379
C1.384.113,5.595172118889044,24.02257,2,384
C1.381.45,5.58876576189741,-2.0465598,5,381
C1.421.74,5.588132457586728,-9.458577,4,421
C1.380.195,5.587890463906783,10.437291,5,380
C1.421.76,5.585102022306816,-2.967679,5,421
C1.421.108,5.583886898859863,5.298981,5,421
C1.379.59,5.575832509821137,-6.724553,6,379
C1.379.41,5.575123888968122,12.374381,5,379
C1.388.116,5.573900961691214,-9.828739,5,388
C1.384.61,5.57183436865096,3.1284204,2,384
C1.439.5,5.571157744034378,15.243882,5,439
C1.388.1,5.568766695841113,-7.338496,4,388
C1.388.22,5.562280021115308,2.2058814,5,388
C1.379.17,5.560121063680461,-16.620354,6,379
C1.385.129,5.55322960042726,-19.965279,6,385
C1.388.163,5.55259372970545,-10.6674385,5,388
C1.421.116,5.547534311851661,7.7091813,5,421
C1.384.43,5.543188469247099,2.7497704,2,384
C1.388.187,5.542898575092346,-1.1189387,5,388
C1.428.131,5.541533106252615,0.72801393,6,428
C1.380.46,5.537851289117962,-10.77465,5,380
C1.381.149,5.532903748182767,-1.8694105,4,381
C1.388.40,5.526460467117124,5.9889812,5,388
C1.428.118,5.522032244590175,-11.205603,6,428
C1.381.106,5.519763540162443,10.96222,5,381
C1.428.183,5.518999674693753,0.056030627,6,428
C1.384.64,5.518177145993547,20.40422,2,384
C1.423.25,5.516270900622142,-1.632565,6,423
C1.421.39,5.514086735826519,6.128921,5,421
C1.381.105,5.510912796984457,13.38,5,381
C1.381.42,5.504177894801623,-0.1337598,5,381
C1.379.49,5.499782084185919,2.1814969,6,379
C1.429.105,5.495706561523182,-4.102911,7,429
C1.421.136,5.486827793417282,-1.144059,5,421
C1.388.12,5.486121202907388,-2.0513186,5,388
C1.388.132,5.484139133589713,10.140066,4,388
C1.419.55,5.481578360297762,-4.729202,4,419
C1.384.86,5.477447622738363,15.09082,2,384
C1.414.6,5.464367930417771,-0.6796287,4,414
C1.428.182,5.461113579180072,10.67063,6,428
C1.429.64,5.46004743546452,7.734403,7,429
C1.388.77,5.4556600587001025,9.977121,5,388
C1.388.55,5.443084483532666,-9.359299,5,388
C1.388.183,5.431774699625926,-4.2648387,5,388
C1.401.12,5.430298438734855,-13.84517,6,401
C1.379.47,5.42763967342036,-11.532803,6,379
C1.423.165,5.42324886098439,4.9749684,6,423
C1.381.78,5.419974501723643,6.40846,5,381
C1.388.194,5.419506008190111,0.51918125,5,388
C1.428.111,5.4188248205354475,-7.134236,6,428
C1.380.32,5.404668980367519,3.6045506,5,380
C1.381.194,5.398867427737526,-4.2093596,5,381
C1.423.116,5.396238630430191,10.265635,6,423
C1.421.133,5.395628329921608,-13.866585,4,421
C1.429.106,5.392652752366986,1.3405232,6,429
C1.421.27,5.39161975000741,7.2057962,4,421
C1.421.135,5.383085162146971,-1.7593789,5,421
C1.381.23,5.38222075838593,4.6161404,5,381
C1.411.9,5.3790827631750275,12.1867,3,411
C1.380.54,5.371935324897233,15.592811,5,380
C1.421.109,5.370025714964849,-9.646819,5,421
C1.421.185,5.369983306926328,-0.17505892,5,421
C1.379.4,5.367419866890751,-18.896036,6,379
C1.388.10,5.367399926324121,5.6780014,5,388
C1.388.53,5.367151031045315,3.7432213,5,388
C1.429.46,5.364004704474772,-24.833412,6,429
C1.384.142,5.358807355087055,-22.93078,2,384
C1.384.81,5.357931133093912,25.36807,2,384
C1.388.122,5.357545612645219,-12.332779,5,388
C1.379.33,5.3529224443484695,-15.340453,6,379
C1.380.196,5.351108094143313,-8.21223,5,380
C1.388.161,5.350395752217615,-2.6726964,4,388
C1.421.125,5.348794275998287,2.1060011,5,421
C1.388.87,5.3478534687365205,-9.639218,5,388
C1.429.63,5.347511510274862,-10.820578,5,429
C1.411.62,5.345815313812929,-17.025667,3,411
C1.423.17,5.344562049218796,-6.307482,5,423
C1.385.128,5.344293785941896,-1.3343948,6,385
C1.421.9,5.343578765814005,-1.3094989,5,421
C1.439.83,5.343223029123848,14.051941,4,439
C1.381.87,5.342760418774609,9.818342,4,381
C1.430.136,5.342015577594802,8.737799,5,430
C1.388.117,5.339016038041389,1.9513413,5,388
C1.427.10,5.338821952657644,-4.5809536,5,427
C1.384.125,5.334222814144242,-0.5038797,2,384
C1.401.25,5.333573449313424,-4.374737,6,401
C1.380.190,5.329465785218063,-12.368189,5,380
C1.384.73,5.323394700744641,21.67627,2,384
C1.384.41,5.318093137334785,10.51122,2,384
C1.388.11,5.312295889570811,4.2804413,5,388
C1.427.105,5.311875954385003,-27.025494,5,427
