LINE_UNIQUE_ID,CLUSTER_ID,POP_NUM,GCA_pred,GCA_obs,n_env,rank,advance
C1.85.9,1,85,206.79205381474654,193.9879913330078,7,22173,False
C1.250.164,1,250,206.79135798984348,183.75802612304688,7,22174,False
C1.165.52,1,165,206.79110802316748,220.79270935058594,7,22175,False
C1.478.31,1,478,206.79068330843762,202.5369110107422,5,22176,False
C1.259.56,1,259,206.79037882468938,210.36187744140625,12,22177,False
C1.349.134,1,349,206.78922734458428,188.456787109375,8,22178,False
C1.45.00000000140,1,45,206.7889833331113,196.85650634765625,6,22179,False
C1.477.173,1,477,206.78872372679854,206.84803771972656,7,22180,False
C1.490.112,1,490,206.78855066895937,218.11705017089844,6,22181,False
C1.476.259,1,476,206.78682552762456,210.70974731445312,7,22182,False
C1.497.149,1,497,206.7864725665803,193.77142333984375,8,22183,False
C1.304.146,1,304,206.78585569562873,212.31597900390625,6,22184,False
C1.488.69,1,488,206.78477174996164,217.2130126953125,5,22185,False
C1.270.49,1,270,206.7833504024856,220.29391479492188,8,22186,False
C1.325.90,1,325,206.7825307739094,208.38455200195312,7,22187,False
C1.342.165,1,342,206.78238709462357,212.72886657714844,6,22188,False
C1.111.107,1,111,206.78178177739028,183.48056030273438,8,22189,False
C1.413.53,1,413,206.78112746907075,195.873291015625,3,22190,False
C1.332.122,1,332,206.7803338292189,195.24407958984375,8,22191,False
C1.308.152,1,308,206.77979315875578,205.39573669433594,7,22192,False
C1.42.00000000040,1,42,206.77894218400465,209.40916442871094,6,22193,False
C1.48.00000000149,1,48,206.77844960966988,205.5,4,22194,False
C1.86.152,1,86,206.77722864984293,208.8336944580078,7,22195,False
C1.261.147,1,261,206.77666072210266,210.01101684570312,7,22196,False
C1.298.21,1,298,206.77536546797003,221.72727966308594,7,22197,False
C1.363.145,1,363,206.77304712693828,205.250732421875,7,22198,False
C1.295.109,1,295,206.77288714613894,189.36566162109375,6,22199,False
C1.27.54,1,27,206.77152434901777,196.46084594726562,7,22200,False
C1.257.143,1,257,206.77141859140528,183.79393005371094,8,22201,False
C1.114.00000000206,1,114,206.77133610924412,204.60906982421875,3,22202,False
C1.295.174,1,295,206.77131543703666,181.1427001953125,8,22203,False
C1.453.53,1,453,206.77069243410847,209.208740234375,6,22204,False
C1.254.120,1,254,206.77055291559523,227.4152069091797,7,22205,False
C1.386.109,1,386,206.76674609108872,205.0767822265625,6,22206,False
C1.466.215,1,466,206.7663957256675,198.1390838623047,8,22207,False
C1.499.92,1,499,206.7662637849146,207.6364288330078,7,22208,False
C1.243.228,1,243,206.76489206411438,213.4137725830078,8,22209,False
C1.256.34,1,256,206.76389719556562,206.75360107421875,8,22210,False
C1.246.198,1,246,206.762615917051,212.63290405273438,8,22211,False
C1.454.168,1,454,206.76260022364016,215.74127197265625,8,22212,False
C1.92.40,1,92,206.76220874485148,205.13623046875,6,22213,False
C1.420.28,1,420,206.75979878339803,199.9743194580078,5,22214,False
C1.367.135,1,367,206.75979463402066,205.50350952148438,4,22215,False
C1.333.194,1,333,206.75856270788134,205.94638061523438,7,22216,False
C1.99.146,1,99,206.75839644205715,219.2265625,8,22217,False
C1.453.46,1,453,206.7577959436217,197.2904510498047,6,22218,False
C1.228.20,1,228,206.75655784861274,197.72039794921875,8,22219,False
C1.243.383,1,243,206.75522972841256,198.7425079345703,7,22220,False
C1.255.132,1,255,206.75196976088938,208.79452514648438,8,22221,False
C1.330.53,1,330,206.75122323667372,192.68565368652344,7,22222,False
C1.241.105,1,241,206.7493580157981,203.69454956054688,7,22223,False
C1.50.00000000147,1,50,206.74905565793043,220.0,3,22224,False
C1.246.385,1,246,206.7489322143158,202.94430541992188,8,22225,False
C1.290.8,1,290,206.74868185663647,217.95359802246094,8,22226,False
C1.73.116,1,73,206.74859033329253,214.03433227539062,7,22227,False
C1.259.180,1,259,206.74838665437548,200.92958068847656,11,22228,False
C1.363.168,1,363,206.74830877803225,215.1758270263672,7,22229,False
C1.494.283,1,494,206.74519382616094,189.9751434326172,5,22230,False
C1.430.95,1,430,206.74499757987996,219.71078491210938,5,22231,False
C1.370.106,1,370,206.74450018076635,205.9854736328125,7,22232,False
C1.266.22,1,266,206.74317352052898,213.79469299316406,7,22233,False
C1.286.120,1,286,206.74183989395158,221.26268005371094,9,22234,False
C1.50.00000000115,1,50,206.74152541987016,213.5,4,22235,False
C1.365.19,1,365,206.74144588429948,218.73260498046875,8,22236,False
C1.376.61,1,376,206.73983867366084,190.4913787841797,6,22237,False
C1.240.81,1,240,206.73918346794667,215.8762969970703,7,22238,False
C1.264.28,1,264,206.73787025218348,221.62039184570312,7,22239,False
C1.459.117,1,459,206.7376960574838,193.47872924804688,5,22240,False
C1.332.113,1,332,206.73709093441425,211.6307830810547,7,22241,False
C1.110.113,1,110,206.73488353255007,200.48509216308594,8,22242,False
C1.333.188,1,333,206.73464872955228,218.90185546875,6,22243,False
C1.286.41,1,286,206.73320135373888,203.93228149414062,8,22244,False
C1.110.24,1,110,206.7330225760224,198.10781860351562,8,22245,False
C1.57.00000000103,1,57,206.7323896022069,198.6666717529297,3,22246,False
C1.272.166,1,272,206.73234387377843,185.3616180419922,6,22247,False
C1.127.00000000174,1,127,206.73186936647696,210.25,4,22248,False
C1.231.17,1,231,206.72988350221905,204.93771362304688,7,22249,False
C1.286.191,1,286,206.7286435100102,197.95281982421875,9,22250,False
C1.111.193,1,111,206.72822747514203,218.3461456298828,8,22251,False
C1.368.89,1,368,206.7281329221844,219.2803192138672,4,22252,False
C1.366.171,1,366,206.72766756591736,230.33140563964844,7,22253,False
C1.231.99,1,231,206.72618343918344,199.4549560546875,8,22254,False
C1.317.189,1,317,206.72524295585163,193.20974731445312,8,22255,False
C1.423.30,1,423,206.724898313515,196.0276641845703,6,22256,False
C1.270.56,1,270,206.72468326045845,218.70208740234375,8,22257,False
C1.349.17,1,349,206.72466064489208,204.52157592773438,8,22258,False
C1.311.47,1,311,206.7242462217392,227.2471923828125,5,22259,False
C1.112.187,1,112,206.72403240987987,194.66696166992188,8,22260,False
C1.274.124,1,274,206.72323690624134,206.42649841308594,7,22261,False
C1.62.00000000142,1,62,206.7218228123882,202.48953247070312,5,22262,False
C1.42.00000000142,1,42,206.72121166791376,221.02134704589844,6,22263,False
C1.241.108,1,241,206.71998355762253,214.28366088867188,7,22264,False
C1.190.68,1,190,206.71930310894354,200.4407196044922,6,22265,False
C1.86.81,1,86,206.71827033085412,206.9412841796875,8,22266,False
C1.243.317,1,243,206.71631052501988,207.54208374023438,8,22267,False
C1.280.158,1,280,206.71619117803647,216.42088317871094,7,22268,False
C1.280.31,1,280,206.7151167754571,213.18936157226562,7,22269,False
C1.279.139,1,279,206.71458433484463,196.230712890625,8,22270,False
C1.129.00000000138,1,129,206.71409291967984,210.46636962890625,8,22271,False
C1.386.56,1,386,206.71404953510526,207.01145935058594,6,22272,False
C1.91.146,1,91,206.71328192385874,207.7135772705078,6,22273,False
C1.459.51,1,459,206.7107937196598,209.5795135498047,5,22274,False
C1.311.25,1,311,206.70901395825055,217.3758544921875,6,22275,False
C1.254.82,1,254,206.7076648542986,213.9410400390625,8,22276,False
C1.234.4,1,234,206.70756198476084,212.10353088378906,8,22277,False
C1.476.139,1,476,206.70728968011832,213.95193481445312,8,22278,False
C1.256.84,1,256,206.7071570006779,208.84359741210938,8,22279,False
C1.254.75,1,254,206.7067332987766,218.43960571289062,8,22280,False
C1.100.108,1,100,206.7063878613665,201.86109924316406,7,22281,False
C1.336.66,1,336,206.70368061724025,210.23193359375,7,22282,False
C1.398.117,1,398,206.70310397632466,219.37139892578125,6,22283,False
C1.453.86,1,453,206.70229325829504,206.9013214111328,6,22284,False
C1.48.00000000112,1,48,206.7007481255627,197.0,4,22285,False
C1.241.96,1,241,206.70037026815706,218.2991943359375,7,22286,False
C1.99.27,1,99,206.69853001267728,215.77505493164062,8,22287,False
C1.351.36,1,351,206.69805632327126,207.54010009765625,8,22288,False
C1.479.104,1,479,206.6970549724584,215.86485290527344,6,22289,False
C1.112.207,1,112,206.69599693188158,208.0908966064453,9,22290,False
C1.244.260,1,244,206.69577111279182,219.2411346435547,7,22291,False
C1.117.00000000114,1,117,206.69467568920277,206.95950317382812,8,22292,False
C1.412.77,1,412,206.69426196478116,202.97988891601562,5,22293,False
C1.367.181,1,367,206.6912497922084,205.46856689453125,4,22294,False
C1.448.2,1,448,206.6898526816458,211.13427734375,6,22295,False
C1.64.295,1,64,206.68956341706962,194.8773193359375,7,22296,False
C1.325.63,1,325,206.68859442553907,212.85496520996094,8,22297,False
C1.47.00000000154,1,47,206.6874555247582,221.3333282470703,3,22298,False
C1.303.273,1,303,206.68705546839522,196.9901885986328,9,22299,False
C1.276.162,1,276,206.6859169682929,211.887939453125,7,22300,False
C1.268.152,1,268,206.68528762242977,205.2424774169922,8,22301,False
C1.339.74,1,339,206.68497433425438,191.09378051757812,7,22302,False
C1.490.109,1,490,206.68341084794616,202.142822265625,7,22303,False
C1.372.76,1,372,206.6833919346424,197.9488525390625,6,22304,False
C1.355.121,1,355,206.68293062711578,211.70755004882812,5,22305,False
C1.356.120,1,356,206.6822487922448,205.6536865234375,8,22306,False
C1.333.2,1,333,206.6809584674813,203.00650024414062,7,22307,False
C1.62.00000000127,1,62,206.68084436288868,195.61727905273438,5,22308,False
C1.62.00000000048,1,62,206.67955743528015,212.7681427001953,7,22309,False
C1.472.14,1,472,206.67946301098948,227.57876586914062,8,22310,False
C1.232.101,1,232,206.67907206756132,218.67112731933594,8,22311,False
C1.297.150,1,297,206.67786828266676,205.9996795654297,6,22312,False
C1.351.137,1,351,206.67704961065442,198.4375,8,22313,False
C1.269.64,1,269,206.6764806660525,204.14503479003906,6,22314,False
C1.454.38,1,454,206.67639264081106,220.49246215820312,8,22315,False
C1.281.6,1,281,206.67633164273283,208.12142944335938,7,22316,False
C1.283.1215,1,283,206.67632403946618,194.09764099121094,7,22317,False
C1.298.233,1,298,206.67389599835926,214.71725463867188,7,22318,False
C1.400.107,1,400,206.67121723504425,220.29774475097656,4,22319,False
C1.353.5,1,353,206.6711081169664,204.29148864746094,6,22320,False
C1.95.126,1,95,206.6680215120299,203.35537719726562,8,22321,False
C1.246.348,1,246,206.66799551741963,204.07846069335938,8,22322,False
C1.252.99,1,252,206.6679858395497,187.0749969482422,6,22323,False
C1.290.351,1,290,206.66775805672972,209.03004455566406,8,22324,False
C1.447.64,1,447,206.66564803348356,194.4618377685547,6,22325,False
C1.425.77,1,425,206.66409388159528,190.05221557617188,5,22326,False
C1.355.21,1,355,206.66404254841163,184.33486938476562,4,22327,False
C1.103.59,1,103,206.66325665672247,219.98788452148438,9,22328,False
C1.269.155,1,269,206.6630772988994,208.8490753173828,5,22329,False
C1.436.99,1,436,206.66280589614306,216.88702392578125,6,22330,False
C1.370.65,1,370,206.6619391077837,203.82798767089844,7,22331,False
C1.390.62,1,390,206.6615858262583,223.38751220703125,3,22332,False
C1.393.83,1,393,206.66103582070724,212.18472290039062,5,22333,False
C1.191.97,1,191,206.65964504969102,211.1347198486328,5,22334,False
C1.174.106,1,174,206.659202664257,208.51329040527344,7,22335,False
C1.422.115,1,422,206.65895230797835,194.1445770263672,6,22336,False
C1.96.127,1,96,206.6562581305502,215.82235717773438,7,22337,False
C1.300.117,1,300,206.6559061740734,185.94969177246094,8,22338,False
C1.304.147,1,304,206.654143330904,211.04891967773438,8,22339,False
C1.422.117,1,422,206.65396022426867,209.5066375732422,6,22340,False
C1.452.152,1,452,206.653338874711,218.2628936767578,7,22341,False
C1.317.65,1,317,206.6517626338836,204.17599487304688,8,22342,False
C1.86.7,1,86,206.65029114858555,204.82901000976562,8,22343,False
C1.257.57,1,257,206.65006842531497,201.65985107421875,8,22344,False
C1.468.31,1,468,206.64896666265713,207.97726440429688,7,22345,False
C1.103.97,1,103,206.64763283571577,210.21018981933594,9,22346,False
C1.335.51,1,335,206.64594868802075,206.59434509277344,7,22347,False
C1.304.134,1,304,206.64434906128454,218.2552032470703,6,22348,False
C1.351.44,1,351,206.6406620188036,208.9265899658203,8,22349,False
C1.174.165,1,174,206.64046123684523,193.94883728027344,6,22350,False
C1.259.63,1,259,206.6393353732044,219.6114501953125,10,22351,False
C1.342.173,1,342,206.6349940468167,219.16285705566406,6,22352,False
C1.355.158,1,355,206.63451229682514,194.90048217773438,5,22353,False
C1.57.00000000136,1,57,206.63264037254524,222.0,4,22354,False
C1.414.16,1,414,206.63130097855867,215.271240234375,3,22355,False
C1.393.53,1,393,206.62974273625682,212.0876922607422,5,22356,False
C1.58.00000000200,1,58,206.62885482291978,221.25,4,22357,False
C1.370.5,1,370,206.62860580977986,199.8760528564453,6,22358,False
C1.332.135,1,332,206.62819210275737,207.522216796875,6,22359,False
C1.200.25,1,200,206.62777226700314,204.91612243652344,7,22360,False
C1.261.26,1,261,206.62593024716776,210.32809448242188,8,22361,False
C1.81.159,1,81,206.625303245835,193.3416748046875,6,22362,False
C1.232.160,1,232,206.62516246878224,197.7756805419922,6,22363,False
C1.367.99,1,367,206.62411338372783,198.78515625,4,22364,False
C1.488.49,1,488,206.6231404696175,194.4378204345703,6,22365,False
C1.281.45,1,281,206.62146628504553,205.4002685546875,7,22366,False
C1.367.86,1,367,206.61955632731244,209.98458862304688,4,22367,False
C1.101.138,1,101,206.6162727267292,216.67079162597656,7,22368,False
C1.423.82,1,423,206.61474959613363,202.5516815185547,6,22369,False
C1.295.168,1,295,206.6137238855528,213.65966796875,8,22370,False
C1.355.109,1,355,206.61147789645588,210.1284942626953,5,22371,False
C1.233.124,1,233,206.61105091733356,201.472412109375,5,22372,False
C1.134.00000000050,1,134,206.6108078131186,186.9668426513672,7,22373,False
C1.281.98,1,281,206.60992757101442,194.70547485351562,7,22374,False
C1.490.277,1,490,206.60602640058485,210.5658721923828,6,22375,False
C1.63.180,1,63,206.60516618750603,189.75982666015625,4,22376,False
C1.47.00000000100,1,47,206.60414470034974,202.0,3,22377,False
C1.290.150,1,290,206.60393163953486,199.97523498535156,7,22378,False
C1.474.186,1,474,206.6038927837818,189.30563354492188,7,22379,False
C1.490.241,1,490,206.6027149075688,203.31935119628906,7,22380,False
C1.271.126,1,271,206.60134412401038,191.80426025390625,8,22381,False
C1.446.57,1,446,206.5998528412552,208.896484375,5,22382,False
C1.330.164,1,330,206.59974206943272,200.86573791503906,7,22383,False
C1.476.67,1,476,206.59855976664477,214.83706665039062,8,22384,False
C1.74.106,1,74,206.59629985560736,192.9961700439453,7,22385,False
C1.277.122,1,277,206.59538199757074,208.7268524169922,8,22386,False
C1.153.147,1,153,206.59410229742025,197.0859832763672,7,22387,False
C1.165.67,1,165,206.59405836365136,204.5014190673828,7,22388,False
C1.355.89,1,355,206.59388212135536,213.3056182861328,5,22389,False
C1.269.53,1,269,206.59334254595854,212.76686096191406,6,22390,False
C1.390.60,1,390,206.59224748366435,193.9766845703125,3,22391,False
C1.5.163,1,5,206.59146481596864,232.8629913330078,6,22392,False
C1.117.00000000110,1,117,206.59066160719425,210.1947479248047,8,22393,False
C1.351.189,1,351,206.58957988357452,202.11180114746094,8,22394,False
C1.109.8,1,109,206.58876169744272,203.10838317871094,7,22395,False
C1.496.231,1,496,206.58875603625762,217.46759033203125,8,22396,False
C1.330.68,1,330,206.58783894744946,201.16464233398438,7,22397,False
C1.365.172,1,365,206.58355131221683,223.44070434570312,7,22398,False
C1.113.140,1,113,206.5821693785938,212.8328399658203,7,22399,False
C1.57.00000000182,1,57,206.58146131607987,207.0,4,22400,False
C1.144.84,1,144,206.58056946814324,217.6891632080078,7,22401,False
C1.110.32,1,110,206.58036836876317,203.13735961914062,8,22402,False
C1.393.57,1,393,206.57741765670144,206.1007843017578,5,22403,False
C1.366.79,1,366,206.5772627669681,211.7837677001953,7,22404,False
C1.454.15,1,454,206.57691340295102,217.2000732421875,7,22405,False
C1.303.233,1,303,206.57685741583083,224.22727966308594,9,22406,False
C1.350.54,1,350,206.57639719793417,210.960693359375,8,22407,False
C1.109.27,1,109,206.57570736689826,208.73623657226562,5,22408,False
C1.232.104,1,232,206.575076719298,214.52491760253906,8,22409,False
C1.287.69,1,287,206.5746648870395,215.5816192626953,6,22410,False
C1.452.43,1,452,206.57422906502504,219.18743896484375,8,22411,False
C1.482.136,1,482,206.57300876322446,202.33883666992188,5,22412,False
C1.261.2,1,261,206.57281617954573,215.01068115234375,8,22413,False
C1.257.111,1,257,206.57085012141314,201.29458618164062,8,22414,False
C1.191.196,1,191,206.5702679179421,199.32388305664062,5,22415,False
C1.446.1,1,446,206.5687143090331,210.3854217529297,5,22416,False
C1.261.28,1,261,206.5680809758961,198.08999633789062,8,22417,False
C1.57.00000000144,1,57,206.56768229521333,206.75,4,22418,False
C1.269.146,1,269,206.56655315133426,207.3350830078125,6,22419,False
C1.333.117,1,333,206.565249261278,210.06936645507812,7,22420,False
C1.353.64,1,353,206.56502026651475,201.8710174560547,5,22421,False
C1.199.213,1,199,206.56164333187184,195.09352111816406,8,22422,False
C1.227.135,1,227,206.5576746447454,197.0930633544922,5,22423,False
C1.370.14,1,370,206.5567116274477,205.86265563964844,7,22424,False
C1.115.00000001012,1,115,206.55599296122963,208.41477966308594,7,22425,False
C1.218.21,1,218,206.5557860640621,184.67373657226562,8,22426,False
C1.269.35,1,269,206.55555589558153,213.30520629882812,7,22427,False
C1.386.26,1,386,206.55532326282847,198.77757263183594,6,22428,False
C1.315.126,1,315,206.55504599220617,209.512939453125,7,22429,False
C1.117.00000000013,1,117,206.55501303683178,213.3024139404297,7,22430,False
C1.111.79,1,111,206.55327178482017,218.73699951171875,8,22431,False
C1.232.113,1,232,206.5528453098449,210.65847778320312,8,22432,False
C1.370.137,1,370,206.5520507206033,202.76539611816406,7,22433,False
C1.121.00000000183,1,121,206.5520468022611,197.44650268554688,8,22434,False
C1.452.51,1,452,206.55020188561613,218.903564453125,6,22435,False
C1.236.95,1,236,206.55005629479643,221.49356079101562,10,22436,False
C1.110.136,1,110,206.5479793220456,196.2841339111328,7,22437,False
C1.108.82,1,108,206.54768792481244,215.7249755859375,7,22438,False
C1.350.27,1,350,206.54762622906105,210.73915100097656,8,22439,False
C1.252.170,1,252,206.54732079186942,208.69830322265625,8,22440,False
C1.351.151,1,351,206.54721547285584,203.70114135742188,8,22441,False
C1.205.87,1,205,206.54667434666268,174.33981323242188,7,22442,False
C1.243.133,1,243,206.54491520371587,212.10299682617188,7,22443,False
C1.182.8,1,182,206.54487395875478,196.09368896484375,8,22444,False
C1.27.116,1,27,206.54442301850315,199.2363739013672,8,22445,False
C1.58.00000000044,1,58,206.54418579622566,215.5,4,22446,False
C1.285.170,1,285,206.54341455172036,211.6118927001953,9,22447,False
C1.234.136,1,234,206.54299691902926,212.74069213867188,9,22448,False
C1.344.47,1,344,206.5424632933301,201.29779052734375,8,22449,False
C1.425.78,1,425,206.54189395410177,197.69419860839844,5,22450,False
C1.308.170,1,308,206.54103245849248,197.03993225097656,7,22451,False
C1.332.83,1,332,206.54026838927814,192.3406982421875,8,22452,False
C1.390.16,1,390,206.5395842751093,199.1910858154297,3,22453,False
C1.416.153,1,416,206.538715461923,205.2374267578125,4,22454,False
C1.475.138,1,475,206.53697483896872,205.7408905029297,6,22455,False
C1.83.19,1,83,206.53657246939557,203.12974548339844,6,22456,False
C1.189.94,1,189,206.53508444029708,220.29238891601562,5,22457,False
C1.226.94,1,226,206.53508444029657,220.29238891601562,5,22458,False
C1.389.150,1,389,206.53498571568142,207.36224365234375,3,22459,False
C1.290.240,1,290,206.53448799303914,193.4232940673828,7,22460,False
C1.190.25,1,190,206.53430173256038,219.915283203125,6,22461,False
C1.73.62,1,73,206.53392831812874,229.7323455810547,7,22462,False
C1.94.99,1,94,206.53382017015377,196.4917755126953,7,22463,False
C1.192.44,1,192,206.53361012728487,198.37796020507812,8,22464,False
C1.48.00000000009,1,48,206.5330833835755,195.75,4,22465,False
C1.414.81,1,414,206.53142981060026,214.17189025878906,3,22466,False
C1.390.49,1,390,206.53043622703694,211.27537536621094,3,22467,False
C1.57.00000000042,1,57,206.53029769198312,213.5,4,22468,False
C1.290.211,1,290,206.529689910715,199.39125061035156,7,22469,False
C1.376.107,1,376,206.52934984773617,224.84519958496094,6,22470,False
C1.451.13,1,451,206.52467359134857,213.1313934326172,6,22471,False
C1.341.217,1,341,206.52313536874223,198.43795776367188,7,22472,False
C1.88.185,1,88,206.52257692937988,193.08815002441406,7,22473,False
C1.370.10,1,370,206.52250403416915,208.2467498779297,7,22474,False
C1.310.24,1,310,206.52246184988385,211.4671173095703,6,22475,False
C1.310.23,1,310,206.52246184988383,204.58062744140625,6,22476,False
C1.387.4,1,387,206.52103661589803,199.7996826171875,5,22477,False
C1.41.00000000150,1,41,206.5205723669469,217.22315979003906,6,22478,False
C1.420.17,1,420,206.52018994176925,200.1559600830078,5,22479,False
C1.5.142,1,5,206.51818359442285,206.54541015625,5,22480,False
C1.412.30,1,412,206.51794062046713,203.37255859375,6,22481,False
C1.370.113,1,370,206.5179227750535,202.2858123779297,7,22482,False
C1.117.00000000151,1,117,206.5166371820641,199.97300720214844,7,22483,False
C1.434.103,1,434,206.51631025805818,210.4642791748047,5,22484,False
C1.293.12,1,293,206.51466163300788,197.50338745117188,7,22485,False
C1.223.279,1,223,206.51389783672766,206.1802978515625,7,22486,False
C1.311.5,1,311,206.5136706513329,211.68475341796875,6,22487,False
C1.88.77,1,88,206.51040493010655,194.09425354003906,8,22488,False
C1.144.65,1,144,206.5089646818206,214.85557556152344,7,22489,False
C1.330.227,1,330,206.5084044679711,203.60194396972656,7,22490,False
C1.74.105,1,74,206.50745024882852,200.3623046875,7,22491,False
C1.453.22,1,453,206.50702994916958,210.5795135498047,6,22492,False
C1.298.210,1,298,206.50615159372077,216.865478515625,7,22493,False
C1.47.00000000192,1,47,206.50554660057526,204.6666717529297,3,22494,False
C1.65.130,1,65,206.50416541381983,211.86312866210938,5,22495,False
C1.232.167,1,232,206.50410848151057,208.43435668945312,8,22496,False
C1.266.72,1,266,206.50185735069084,216.80604553222656,7,22497,False
C1.452.2,1,452,206.50150492693336,197.07760620117188,7,22498,False
C1.437.67,1,437,206.49998298262858,211.8883819580078,6,22499,False
C1.96.136,1,96,206.49867604120027,208.38380432128906,7,22500,False
C1.356.180,1,356,206.4979207469831,208.44772338867188,8,22501,False
C1.243.256,1,243,206.4963204722162,207.28041076660156,7,22502,False
C1.466.127,1,466,206.49600927602526,202.1552276611328,6,22503,False
C1.298.96,1,298,206.495706487291,207.0178985595703,7,22504,False
C1.414.78,1,414,206.49486169097906,209.6514129638672,3,22505,False
C1.304.66,1,304,206.49466405528665,189.5986785888672,6,22506,False
C1.231.120,1,231,206.4897312674949,215.93649291992188,8,22507,False
C1.474.28,1,474,206.48967932744748,195.96505737304688,8,22508,False
C1.244.12,1,244,206.48962664080995,202.98101806640625,8,22509,False
C1.82.133,1,82,206.48834650913,212.03662109375,8,22510,False
C1.479.134,1,479,206.48818801490393,213.31666564941406,6,22511,False
C1.344.84,1,344,206.48675961427182,205.3636474609375,8,22512,False
C1.245.271,1,245,206.48658455837807,236.9656524658203,5,22513,False
C1.279.178,1,279,206.48539556494742,200.9457244873047,7,22514,False
C1.97.185,1,97,206.48501009843338,192.47740173339844,7,22515,False
C1.250.160,1,250,206.48452546405568,203.31297302246094,7,22516,False
C1.497.162,1,497,206.48413427422332,207.44515991210938,8,22517,False
C1.437.93,1,437,206.48386832411987,199.09716796875,6,22518,False
C1.352.197,1,352,206.48336392676129,192.20399475097656,8,22519,False
C1.351.98,1,351,206.4820312835425,215.04904174804688,8,22520,False
C1.434.10,1,434,206.48155064265134,202.9866180419922,5,22521,False
C1.86.33,1,86,206.48089625856102,219.90274047851562,8,22522,False
C1.317.184,1,317,206.47995205805904,200.8853759765625,8,22523,False
C1.113.185,1,113,206.47852544134193,200.48159790039062,7,22524,False
C1.117.00000000034,1,117,206.47756063354277,184.45814514160156,7,22525,False
C1.254.189,1,254,206.47637003106706,234.29579162597656,7,22526,False
C1.191.70,1,191,206.47607893273772,201.97036743164062,5,22527,False
C1.277.12,1,277,206.47301322005478,198.9687042236328,5,22528,False
C1.370.181,1,370,206.47258344713973,205.44924926757812,7,22529,False
C1.290.78,1,290,206.470807030296,208.28968811035156,8,22530,False
C1.74.14,1,74,206.46865871420746,210.5712890625,7,22531,False
C1.412.23,1,412,206.4686248405264,200.4779510498047,5,22532,False
C1.460.26,1,460,206.46848333668157,209.4610137939453,5,22533,False
C1.84.132,1,84,206.46837361046346,196.23170471191406,7,22534,False
C1.412.35,1,412,206.46739912648832,194.91236877441406,6,22535,False
C1.400.12,1,400,206.46720479776846,206.4353485107422,4,22536,False
C1.480.85,1,480,206.46656552160414,187.69557189941406,4,22537,False
C1.482.184,1,482,206.46569653645665,214.54837036132812,5,22538,False
C1.342.63,1,342,206.46564980593413,206.88226318359375,6,22539,False
C1.232.19,1,232,206.46557914705198,203.234375,8,22540,False
C1.103.101,1,103,206.4654407886762,201.41607666015625,9,22541,False
C1.73.136,1,73,206.4649928952528,229.41928100585938,7,22542,False
C1.109.7,1,109,206.46429883376015,211.37799072265625,8,22543,False
C1.255.150,1,255,206.46411048959544,217.51351928710938,8,22544,False
C1.190.160,1,190,206.46167534433508,203.3292694091797,6,22545,False
C1.242.7,1,242,206.46097168608415,215.99559020996094,7,22546,False
C1.50.00000000148,1,50,206.46077581801433,215.5,4,22547,False
C1.357.87,1,357,206.45891545704183,189.7295379638672,6,22548,False
C1.165.41,1,165,206.4537400863591,211.0216064453125,5,22549,False
C1.330.199,1,330,206.45254584938127,209.2137908935547,7,22550,False
C1.257.35,1,257,206.45113891624902,205.52548217773438,8,22551,False
C1.304.21,1,304,206.4502207429265,211.72987365722656,8,22552,False
C1.280.119,1,280,206.44716990577976,209.0938720703125,7,22553,False
C1.380.141,1,380,206.4460613880875,215.20925903320312,5,22554,False
C1.239.55,1,239,206.44521480088227,220.34701538085938,7,22555,False
C1.430.23,1,430,206.44352561053188,227.88027954101562,5,22556,False
C1.351.212,1,351,206.442359339488,212.46400451660156,8,22557,False
C1.437.128,1,437,206.44201439431663,197.7530517578125,6,22558,False
C1.475.136,1,475,206.441774794352,187.90545654296875,6,22559,False
C1.380.163,1,380,206.44167754750697,215.8834228515625,4,22560,False
C1.286.166,1,286,206.44161249526206,212.85720825195312,7,22561,False
C1.416.94,1,416,206.44079382640635,205.748046875,4,22562,False
C1.311.73,1,311,206.44052626537155,203.7349090576172,5,22563,False
C1.45.00000000025,1,45,206.4404239075759,196.53118896484375,6,22564,False
C1.290.20,1,290,206.4379890522982,200.40756225585938,8,22565,False
C1.192.30,1,192,206.43697617432292,200.19338989257812,8,22566,False
C1.50.00000000079,1,50,206.43540812977707,213.0,4,22567,False
C1.60.00000000097,1,60,206.43450314952685,205.4564208984375,7,22568,False
C1.285.2,1,285,206.4343583519234,199.84832763671875,9,22569,False
C1.276.28,1,276,206.43332637118672,211.2541046142578,7,22570,False
C1.96.130,1,96,206.43189500321574,217.38473510742188,7,22571,False
C1.61.00000000273,1,61,206.43181161467254,207.00643920898438,8,22572,False
C1.283.1018,1,283,206.4309252530998,196.4113311767578,6,22573,False
C1.246.45,1,246,206.4306229484988,214.1667938232422,8,22574,False
C1.232.134,1,232,206.42964793574305,200.537841796875,7,22575,False
C1.241.56,1,241,206.42871912401233,206.4066619873047,6,22576,False
C1.289.68,1,289,206.4286714152106,207.73167419433594,8,22577,False
C1.437.44,1,437,206.42848853064805,205.9639434814453,5,22578,False
C1.182.174,1,182,206.42824313565208,191.8582000732422,8,22579,False
C1.242.122,1,242,206.42683271947303,196.97340393066406,6,22580,False
C1.445.56,1,445,206.42650328444432,199.83572387695312,4,22581,False
C1.305.174,1,305,206.42569019524058,192.94378662109375,6,22582,False
