line,pred,y,n_fields,population
C2.440.3.0,6.83709475068352,4.635144,5,440
C2.440.147.0,6.831260702487521,2.0786245,5,440
C2.429.87.0,6.822298275340977,9.721028,5,429
C2.417.193.0,6.818374419349937,3.5372195,5,417
C2.426.39.0,6.814491145814188,-4.511404,6,426
C2.444.115.0,6.80791787710958,10.648633,5,444
C2.440.45.0,6.8041371977972815,1.3092232,4,440
C2.417.199.0,6.776741132034797,7.533839,5,417
C2.417.90.0,6.7692835645716825,2.0288794,5,417
C2.424.40.0,6.767686271750685,6.054707,4,424
C2.388.52.0,6.7667824216471955,-10.720586,6,388
C2.440.82.0,6.765513712065584,5.6570845,5,440
C2.429.52.0,6.749365795732304,1.9437281,5,429
C2.438.84.0,6.744748808249852,16.063437,5,438
C2.417.200.0,6.738369538614304,16.541739,5,417
C2.375.23.0,6.734456538449128,-6.366874,6,375
C2.429.13.0,6.717782268943747,-1.3211719,5,429
C2.375.193.0,6.715287595121384,-2.2373576,6,375
C2.439.156.0,6.707435427912862,-5.731816,6,439
C2.375.42.0,6.7033895276035445,-20.981491,6,375
C2.426.120.0,6.7017263133435865,12.528496,6,426
C2.417.203.0,6.694909114465242,8.430539,5,417
C2.429.60.0,6.688913457037515,10.5653515,4,429
C2.440.95.0,6.687392446573147,0.8430844,5,440
C2.398.88.0,6.68518905811793,18.525864,3,398
C2.440.1.0,6.6755572379434485,-5.0508757,5,440
C2.375.142.0,6.666179054050724,4.4619923,6,375
C2.373.18.0,6.645453813843487,13.571565,4,373
C2.424.93.0,6.642719503765336,9.807424,5,424
C2.375.187.0,6.6374871284334445,5.090159,6,375
C2.385.8.0,6.636413511238849,-17.88448,5,385
C2.375.183.0,6.635269733487937,-3.3426077,6,375
C2.440.84.0,6.631288519233372,9.451004,5,440
C2.400.14.0,6.629112059531364,-4.6411853,6,400
C2.429.135.0,6.6288967050118455,8.023588,5,429
C2.417.135.0,6.614437350945631,11.132939,5,417
C2.417.178.0,6.586248263191835,18.431145,4,417
C2.416.12.0,6.5660771112078145,17.203728,5,416
C2.440.46.0,6.555733430657013,2.2583244,5,440
C2.375.177.0,6.550858652234872,-11.341624,6,375
C2.417.20.0,6.548950259476529,6.8418994,5,417
C2.440.124.0,6.5438408807333435,-0.7272556,5,440
C2.439.98.0,6.538362379417614,-11.242849,6,439
C2.400.12.0,6.524465148119841,8.732648,6,400
C2.440.30.0,6.513115011659284,5.6259246,5,440
C2.417.132.0,6.5105789603238655,18.849419,5,417
C2.400.42.0,6.496529148320234,-14.575436,6,400
C2.375.85.0,6.493011880106544,-8.346758,6,375
C2.426.30.0,6.485895211711513,-1.2772925,5,426
C2.417.168.0,6.48544837078749,16.552055,3,417
C2.416.42.0,6.4809050217400985,-2.1798718,5,416
C2.416.63.0,6.479471148246468,6.636308,5,416
C2.444.50.0,6.4784156158425406,-4.8651466,5,444
C2.375.68.0,6.464084710943967,-2.613291,6,375
C2.426.76.0,6.463059182519669,-0.30118746,6,426
C2.426.68.0,6.461962858427146,5.4908247,5,426
C2.417.116.0,6.460336184177964,21.01352,5,417
C2.398.73.0,6.45505898968115,15.228607,2,398
C2.417.12.0,6.438949635049176,24.602959,5,417
C2.413.46.0,6.429521769485057,3.4207385,4,413
C2.416.43.0,6.426618008131126,5.5464883,5,416
C2.417.192.0,6.4266066357678575,4.5182104,4,417
C2.400.32.0,6.4249227678004885,-10.7916355,6,400
C2.429.37.0,6.424686854956098,-2.3455918,5,429
C2.417.70.0,6.422894435225615,27.35606,5,417
C2.400.74.0,6.4202232719666545,-0.39131883,6,400
C2.426.52.0,6.413046779847597,7.4542246,5,426
C2.417.15.0,6.409742714730066,6.203323,3,417
C2.368.110.0,6.4057238424523995,1.1509557,5,368
C2.416.8.0,6.399486362799584,2.457168,5,416
C2.366.5.0,6.395748088926897,0.41735715,3,366
C2.388.40.0,6.39532871511679,5.786914,6,388
C2.414.29.0,6.38876893806837,-16.001673,5,414
C2.429.28.0,6.3856427311445785,1.0292081,5,429
C2.417.13.0,6.380848305510601,3.8529794,5,417
C2.415.3.0,6.380101743483542,-7.6422687,4,415
C2.440.60.0,6.372396673288631,9.434404,5,440
C2.417.94.0,6.369540366373616,24.8471,5,417
C2.366.96.0,6.365523210123165,-1.6226332,4,366
C2.385.6.0,6.362203011340724,-14.578328,6,385
C2.438.41.0,6.356576747314001,11.605516,5,438
C2.366.214.0,6.353671613412411,-2.0484164,5,366
C2.417.68.0,6.35348447104918,13.14582,5,417
C2.375.17.0,6.351030590872378,1.7440257,6,375
C2.400.75.0,6.344261714080158,8.827914,6,400
C2.438.19.0,6.341455199029998,1.0892967,5,438
C2.440.23.0,6.326586772495489,-1.2877356,5,440
C2.426.57.0,6.321897589826881,23.371405,5,426
C2.417.9.0,6.320105408244617,5.9072394,5,417
C2.424.53.0,6.320055273372898,2.4487607,6,424
C2.416.35.0,6.319887369265813,13.777588,5,416
C2.440.118.0,6.3024078773579,-11.809835,5,440
C2.426.78.0,6.285533187842741,2.6209126,6,426
C2.440.97.0,6.2805424211948235,10.387224,5,440
C2.419.124.0,6.280540682016691,-11.668838,5,419
C2.388.4.0,6.272859276378111,11.092126,5,388
C2.421.25.0,6.269570897555525,-3.4913156,5,421
C2.437.61.0,6.264153985386589,16.126793,6,437
C2.440.85.0,6.261210747734402,13.165424,5,440
C2.375.106.0,6.256688413412751,4.228742,6,375
C2.368.135.0,6.2539428461620785,0.22733568,5,368
C2.417.14.0,6.246154217119445,19.93072,5,417
C2.388.30.0,6.244970204734374,-8.858253,6,388
C2.400.98.0,6.242189992175674,8.821714,6,400
C2.398.65.0,6.223680674577429,23.87433,3,398
C2.440.152.0,6.212506749576168,7.5589643,5,440
C2.429.117.0,6.2052922330215114,13.1284685,5,429
C2.438.46.0,6.1964184722823274,9.091513,4,438
C2.388.45.0,6.19373863595163,6.4115305,6,388
C2.416.14.0,6.192766658158938,13.345642,4,416
C2.388.43.0,6.1916559707169885,-1.7546027,6,388
C2.373.44.0,6.181675804925056,-1.6923605,4,373
C2.429.33.0,6.180843589912699,3.5339682,5,429
C2.440.50.0,6.180163328031647,8.001804,5,440
C2.426.138.0,6.175315414384822,12.58118,6,426
C2.368.45.0,6.174639454913856,1.7236757,5,368
C2.366.99.0,6.173836102406138,14.407944,5,366
C2.366.198.0,6.172770128922486,18.086683,5,366
C2.440.20.0,6.170343637975497,8.212284,5,440
C2.417.156.0,6.16982345190251,-4.5317206,5,417
C2.375.22.0,6.168685986088538,-9.207957,6,375
C2.440.13.0,6.161880754757631,10.451385,5,440
C2.415.70.0,6.161763207022229,-5.1999435,4,415
C2.400.57.0,6.161672911703393,-8.320452,6,400
C2.424.46.0,6.160043860471815,14.335327,3,424
C2.440.40.0,6.156179457101658,2.0644643,5,440
C2.386.30.0,6.1550875875734175,-25.986141,4,386
C2.440.4.0,6.152185943429182,7.692704,5,440
C2.388.13.0,6.151037855780102,-3.5487342,5,388
C2.417.111.0,6.144611902877879,15.680719,5,417
C2.416.57.0,6.140400386870225,0.4648682,5,416
C2.440.66.0,6.138391304780403,-3.3143156,5,440
C2.440.125.0,6.12848206727105,14.850985,5,440
C2.416.40.0,6.1260816260986735,4.316728,5,416
C2.429.55.0,6.124901461022878,10.552028,5,429
C2.429.5.0,6.124341998852355,1.3096482,5,429
C2.417.3.0,6.123908801344734,19.3872,5,417
C2.366.63.0,6.118729662376161,-3.6416945,4,366
C2.427.207.0,6.118548215102419,-9.466324,6,427
C2.406.65.0,6.1174571388757,17.78947,5,406
C2.375.10.0,6.116112995897757,8.530242,6,375
C2.440.2.0,6.114015540372728,10.453284,5,440
C2.416.70.0,6.113291236460131,5.716403,4,416
C2.440.41.0,6.113250792102605,-1.7582155,5,440
C2.366.105.0,6.112724233304805,6.7464557,4,366
C2.417.153.0,6.110052661114837,7.1569595,5,417
C2.429.3.0,6.106780224932354,11.830968,5,429
C2.402.129.0,6.100053210671433,5.2076387,6,402
C2.417.74.0,6.096284212048772,2.6318595,5,417
C2.373.30.0,6.094183278503457,3.2040894,4,373
C2.415.83.0,6.091492954146601,0.7000313,4,415
C2.426.156.0,6.091165753652632,-2.8745375,6,426
C2.429.26.0,6.08413920524171,8.844089,5,429
C2.408.78.0,6.077461433573299,-2.752806,3,408
C2.424.131.0,6.076498141678366,1.472505,5,424
C2.416.37.0,6.074654051242239,2.2210882,5,416
C2.424.63.0,6.070188947415744,17.248653,5,424
C2.439.123.0,6.058318880516961,-13.098783,6,439
C2.440.37.0,6.057463679267746,-1.1512556,5,440
C2.375.101.0,6.05197748439246,-2.2041743,6,375
C2.426.14.0,6.048999846530516,13.819412,6,426
C2.440.49.0,6.04840784478986,2.9584444,5,440
C2.439.170.0,6.045430503672436,-11.470899,6,439
C2.416.73.0,6.0387225153630775,-0.7631718,5,416
C2.366.7.0,6.033732447061753,-18.016645,4,366
C2.375.138.0,6.03243967706077,-5.5333242,6,375
C2.375.174.0,6.031613951550981,2.5694256,6,375
C2.424.43.0,6.027185392441164,4.173263,5,424
C2.416.1.0,6.01157273807478,-2.5026717,5,416
C2.375.102.0,6.009249967776755,-15.606358,6,375
C2.429.134.0,5.996421978959544,-12.112672,5,429
C2.373.75.0,5.995546137303791,-5.0033355,4,373
C2.429.47.0,5.994218867793785,11.1783085,5,429
C2.424.100.0,5.98645908260957,0.81912327,5,424
C2.438.33.0,5.984871336068859,5.0774965,5,438
C2.427.140.0,5.984059722159983,5.0731764,6,427
C2.382.11.0,5.976235724351338,7.5554833,6,382
C2.416.20.0,5.975451791902281,15.102888,5,416
C2.429.40.0,5.970456335529535,7.160508,5,429
C2.429.129.0,5.969620202456721,0.7293281,5,429
C2.429.141.0,5.966472624644005,16.642267,5,429
C2.430.36.0,5.965697431638375,0.52032167,5,430
C2.440.80.0,5.9623394831695515,11.215264,5,440
C2.375.145.0,5.960497454365825,2.6037757,6,375
C2.416.34.0,5.95860359989972,17.803278,4,416
C2.440.150.0,5.944955686677971,15.538824,5,440
C2.429.66.0,5.943674237202552,2.5364082,5,429
C2.416.62.0,5.941998201567874,-8.214033,4,416
C2.440.70.0,5.941471501975922,-2.7232556,5,440
C2.386.36.0,5.938393828487514,13.434284,4,386
C2.416.50.0,5.9362123811494465,-5.686432,5,416
C2.429.93.0,5.934314813157904,6.617952,4,429
C2.416.88.0,5.929638342490554,-7.7118316,5,416
C2.373.23.0,5.925681099051977,25.058865,4,373
C2.416.61.0,5.922746590058393,4.5750284,5,416
C2.426.131.0,5.920091956921412,-1.8018953,5,426
C2.408.30.0,5.918613931296132,11.587494,3,408
C2.438.48.0,5.910843194444624,9.883576,5,438
C2.440.5.0,5.895868318337978,7.3285046,5,440
C2.388.56.0,5.895833184876882,-1.825836,6,388
C2.440.9.0,5.895816372514594,2.2282643,5,440
C2.440.94.0,5.891776540980891,-3.0952356,5,440
C2.421.32.0,5.886456407106332,10.443045,5,421
C2.416.15.0,5.8848192795879655,13.230868,5,416
C2.388.50.0,5.884069149274811,12.188764,6,388
C2.424.110.0,5.882402883242051,8.729711,6,424
C2.426.113.0,5.881930618566132,17.408695,6,426
C2.440.104.0,5.881579692344633,14.095224,5,440
C2.426.28.0,5.880711120531814,9.024379,6,426
C2.388.36.0,5.879414642830089,-4.8169694,6,388
C2.426.119.0,5.875422910465997,11.389429,6,426
C2.416.55.0,5.871035220261333,10.845828,5,416
C2.427.157.0,5.866946847940577,-7.83899,6,427
C2.366.19.0,5.866876767297559,-11.397697,3,366
C2.439.159.0,5.864690820214763,-21.736132,6,439
C2.416.86.0,5.854420765950559,0.4221482,5,416
C2.424.118.0,5.852306623730758,-8.946089,6,424
C2.375.20.0,5.849229041121975,-5.523424,6,375
C2.366.56.0,5.849119805892861,4.3795557,4,366
C2.416.31.0,5.835685469053008,11.259948,5,416
C2.375.94.0,5.831252541801001,-10.635124,5,375
C2.416.53.0,5.8161390201120176,-11.419832,5,416
C2.426.59.0,5.815291521863704,3.587479,6,426
C2.385.57.0,5.802982208503809,-30.768562,6,385
C2.444.43.0,5.799491993198089,-12.845886,5,444
C2.429.125.0,5.7985056067854845,3.765028,5,429
C2.416.3.0,5.7984312811173435,-3.9914517,5,416
C2.375.91.0,5.796886237558989,-5.293741,6,375
C2.385.13.0,5.795040517246396,-36.26136,6,385
C2.444.135.0,5.794115271351321,-2.5897267,5,444
C2.408.70.0,5.791588156197927,-5.7495394,3,408
C2.404.26.0,5.779232633379102,17.127575,5,404
C2.417.174.0,5.770336436992452,-12.864862,4,417
C2.388.32.0,5.763774317407069,4.751764,6,388
C2.375.100.0,5.76271439016674,-16.669764,5,375
C2.440.126.0,5.758699119618371,13.343275,4,440
C2.366.200.0,5.757580713289977,1.1963555,4,366
C2.416.44.0,5.754881848190796,16.142548,5,416
C2.438.130.0,5.74976813945197,3.359619,4,438
C2.429.131.0,5.746552381342809,13.992628,5,429
C2.415.44.0,5.745774317833617,-11.954069,4,415
C2.366.106.0,5.740856868312859,-9.369744,4,366
C2.440.61.0,5.739188486693699,8.751564,5,440
C2.429.75.0,5.731009688359846,0.7602681,5,429
C2.366.39.0,5.730257854618661,0.41288355,5,366
C2.440.100.0,5.729776114760265,11.817744,5,440
C2.398.85.0,5.728735723736547,-1.2473423,2,398
C2.366.165.0,5.72769661229009,8.832225,3,366
C2.439.173.0,5.724117067928961,-9.074049,6,439
C2.426.36.0,5.713617151037148,11.906348,4,426
C2.400.93.0,5.709609630001362,-13.836019,6,400
C2.427.153.0,5.709561868596993,15.495726,5,427
C2.440.25.0,5.708044491912304,0.6174644,5,440
C2.426.102.0,5.705197040496593,-1.8246875,6,426
C2.419.65.0,5.701686511686817,-9.760595,5,419
C2.400.25.0,5.699607136174967,8.099048,6,400
C2.438.9.0,5.699170142877626,4.637908,4,438
C2.440.42.0,5.6952687394418104,-7.0423555,5,440
C2.366.189.0,5.693881804726258,9.242317,4,366
C2.388.27.0,5.690816382930628,-6.781086,6,388
C2.429.19.0,5.689523330883379,-5.251852,5,429
C2.429.101.0,5.685224583030347,7.056228,5,429
C2.375.61.0,5.681882986291749,-11.367424,5,375
C2.439.148.0,5.669743411778792,-12.913899,6,439
C2.400.88.0,5.668046787936656,1.5249978,6,400
C2.439.118.0,5.666415963544701,4.085234,6,439
C2.400.79.0,5.663376244043999,-12.429352,6,400
C2.382.86.0,5.659193769640668,-1.6349125,7,382
C2.427.204.0,5.651736174729109,1.312243,6,427
C2.413.17.0,5.651523169692986,4.0113635,4,413
C2.400.48.0,5.643375739166196,-1.9387854,6,400
C2.415.31.0,5.6395541039251,-10.434619,4,415
C2.416.80.0,5.637681479258606,3.7109635,4,416
C2.426.84.0,5.633711924830602,13.52638,6,426
C2.427.158.0,5.633476525495644,14.719226,6,427
C2.400.34.0,5.633019445813114,15.968098,6,400
C2.416.10.0,5.63257417353067,13.566709,5,416
C2.444.145.0,5.624426918387881,-14.163986,5,444
C2.400.77.0,5.624031819894731,16.053799,6,400
C2.366.77.0,5.623027091531454,-16.244877,5,366
C2.439.167.0,5.622428496449443,-7.2674823,6,439
C2.417.34.0,5.620915286208854,5.669169,4,417
C2.366.111.0,5.620331606993987,2.6503055,4,366
C2.366.206.0,5.609486186738975,-12.931637,5,366
C2.373.32.0,5.608994101239354,-0.9283105,4,373
C2.366.224.0,5.607442486192369,1.9959674,4,366
C2.421.21.0,5.606216548746465,-8.447236,5,421
C2.400.64.0,5.600974017287176,-5.9280686,6,400
C2.400.76.0,5.5985863484546945,14.554981,6,400
C2.439.130.0,5.5909341628429825,-2.710149,6,439
C2.427.155.0,5.589476560862128,-11.2749405,6,427
C2.416.82.0,5.585899846449848,-10.225632,5,416
C2.429.112.0,5.584620719053772,3.0472882,5,429
C2.429.139.0,5.583566795135969,8.8974085,5,429
C2.400.56.0,5.583166824399138,-10.709319,6,400
C2.400.10.0,5.582618052034289,-6.617752,6,400
C2.440.128.0,5.5819508999890495,6.6870246,5,440
C2.373.33.0,5.580257807603067,11.02409,4,373
C2.413.26.0,5.57650911908626,4.6419387,4,413
C2.400.49.0,5.5683391391986925,0.40128118,6,400
C2.416.25.0,5.568149538416586,-0.9372318,5,416
C2.442.46.0,5.567902060261806,10.76205,6,442
C2.440.14.0,5.566290185359327,1.1822444,5,440
C2.439.99.0,5.566162808318837,-2.467949,6,439
C2.368.18.0,5.561386231053216,-0.5202743,4,368
C2.430.78.0,5.561233246224175,-1.9563583,5,430
C2.368.107.0,5.559583731716422,3.4724007,4,368
C2.440.146.0,5.559535234112623,2.9684243,5,440
C2.416.60.0,5.557131495599294,8.841788,5,416
C2.385.67.0,5.556712877633263,-17.556,5,385
C2.438.110.0,5.551013872648446,12.7572565,5,438
C2.435.151.0,5.5505412385948265,6.2696815,6,435
C2.366.27.0,5.547894159129198,3.0843556,4,366
C2.419.119.0,5.546253385016558,-26.590195,5,419
C2.439.136.0,5.53965625634561,-21.03268,5,439
C2.375.66.0,5.539063199309902,-28.130575,6,375
C2.440.35.0,5.538443172329806,-5.5673356,5,440
C2.375.172.0,5.538384854952304,-0.31190765,6,375
C2.444.40.0,5.538289918599217,-1.1879666,5,444
C2.416.9.0,5.537383375390012,1.4681882,5,416
C2.368.142.0,5.533091870196186,-21.366062,3,368
C2.416.81.0,5.5297732752917295,-0.8552718,5,416
C2.398.35.0,5.528118474530665,-9.260736,3,398
C2.372.84.0,5.525011274734548,6.089171,6,372
C2.439.113.0,5.524475005095874,-16.801182,6,439
C2.444.120.0,5.522688615073462,-11.711146,5,444
C2.388.69.0,5.521448057736397,6.9188304,5,388
C2.368.65.0,5.5202571046774,-4.8079243,5,368
C2.429.4.0,5.5199652953119696,19.198168,5,429
C2.375.52.0,5.5044651603733366,-3.0913577,6,375
C2.429.92.0,5.502671972045299,5.780908,5,429
C2.366.125.0,5.497116313449735,2.6307237,3,366
C2.439.10.0,5.495866795979384,-1.7608991,6,439
C2.398.15.0,5.4930207139926,13.96863,3,398
C2.440.101.0,5.490477384251626,7.1413846,5,440
C2.429.110.0,5.484711465137805,7.405848,5,429
C2.421.33.0,5.4832156193912445,6.571809,4,421
C2.421.39.0,5.480982432560198,3.5227444,5,421
C2.375.121.0,5.476359900964029,8.317693,6,375
C2.444.74.0,5.473387079716432,-12.771347,5,444
C2.368.35.0,5.46829614224269,6.0187507,4,368
C2.427.93.0,5.464917613206286,-18.269323,6,427
C2.426.128.0,5.463008345302371,15.263788,5,426
C2.430.123.0,5.457981784231995,0.17500165,5,430
C2.444.8.0,5.455115900376697,3.0804133,5,444
C2.440.145.0,5.454572439947019,8.135284,5,440
C2.438.97.0,5.452137945647721,11.909556,5,438
C2.368.26.0,5.451095997841591,1.0532757,4,368
C2.366.53.0,5.450917131914317,2.0308304,4,366
C2.400.43.0,5.441793950129322,-0.72895217,6,400
C2.416.5.0,5.4415877937453265,-6.6424317,5,416
C2.400.115.0,5.439136315172125,-4.0457187,6,400
C2.429.96.0,5.438834091400505,-5.231092,5,429
C2.426.46.0,5.436751580904657,4.5325294,6,426
C2.417.29.0,5.435389128469527,7.0703793,5,417
C2.415.84.0,5.435016779287055,4.8355565,4,415
C2.368.60.0,5.434615265215869,-4.3658133,4,368
C2.415.16.0,5.43023744884494,-5.2776685,4,415
C2.415.53.0,5.429663446110363,-2.3068688,4,415
C2.375.25.0,5.429276731070654,-6.0862246,6,375
C2.375.77.0,5.426102136619678,-0.03315766,6,375
C2.429.76.0,5.425109408328904,2.6265516,4,429
C2.429.123.0,5.423536672541529,0.7534081,5,429
C2.437.83.0,5.423209690050232,4.951177,6,437
C2.373.8.0,5.422804042091555,-15.450061,4,373
C2.416.30.0,5.417646481825574,2.5750682,5,416
C2.416.77.0,5.416508303173381,-9.996292,5,416
C2.398.84.0,5.41522967422553,-2.8830702,3,398
C2.429.73.0,5.414668961164979,10.955848,5,429
C2.438.26.0,5.413059786576708,1.6692767,5,438
C2.444.130.0,5.411277109677062,-1.9990666,5,444
C2.388.8.0,5.409513474942339,4.8837657,5,388
C2.424.106.0,5.402304100525809,13.513594,5,424
C2.430.50.0,5.4001420896842705,-4.180578,5,430
C2.426.134.0,5.3995141620933635,6.2513623,6,426
C2.413.60.0,5.396828260030408,3.2310135,4,413
C2.426.25.0,5.3967291494174,-6.9528875,6,426
C2.398.47.0,5.395328484382646,20.665363,3,398
C2.408.64.0,5.393026900002123,-1.5366726,3,408
C2.439.125.0,5.3905223215633455,-6.8275805,5,439
C2.368.147.0,5.381539277419378,-2.6329494,4,368
C2.419.66.0,5.381162482878568,-1.5280168,5,419
C2.416.75.0,5.381093933247592,-3.7627718,5,416
C2.417.165.0,5.379741366192289,18.2461,5,417
C2.375.50.0,5.377359498364799,-6.5395575,6,375
C2.366.139.0,5.374040201540688,-1.5481764,5,366
C2.429.69.0,5.3738301253444725,-1.0358647,3,429
C2.426.73.0,5.373614845632766,-6.6377373,6,426
C2.426.60.0,5.372506238308814,-3.894804,6,426
C2.416.58.0,5.367827693538148,4.9053483,5,416
C2.440.143.0,5.364695377045579,4.1363645,5,440
