line,pred,y,n_fields,population
C1.454.69,9.24703448554014,7.074646,7,454
C1.487.63,9.244176225106484,-20.3468,5,487
C1.470.37,9.24121167795291,8.97415,7,470
C1.454.157,9.240462531020105,7.4589853,8,454
C1.497.108,9.232728671367601,10.166503,8,497
C1.497.153,9.231437695642537,-5.006991,6,497
C1.474.76,9.21889613871117,0.24488817,8,474
C1.479.121,9.21761576026943,8.580781,5,479
C1.496.114,9.209928382501914,7.7645907,8,496
C1.452.83,9.20822764466291,2.9247332,8,452
C1.479.139,9.188939337376883,-5.281382,6,479
C1.479.40,9.188920451253466,6.424918,6,479
C1.454.30,9.18067150424423,-16.277708,7,454
C1.454.182,9.179563281651152,2.6660604,7,454
C1.470.243,9.173269801255023,-13.400487,5,470
C1.479.49,9.172031419076605,-16.218338,5,479
C1.454.50,9.171710047467885,-8.216168,7,454
C1.497.46,9.170760219357144,2.2199404,8,497
C1.497.99,9.161643849630014,-20.066334,8,497
C1.470.292,9.157661531175767,6.389821,8,470
C1.479.50,9.148116738850954,-14.924465,6,479
C1.454.46,9.143290054987009,-4.68365,7,454
C1.474.16,9.139315914462953,0.6733723,7,474
C1.454.45,9.138679174193266,2.04216,8,454
C1.452.82,9.13615263320322,4.721929,7,452
C1.454.71,9.128799831388369,-0.4279681,7,454
C1.470.174,9.125724404168427,5.8182073,6,470
C1.497.167,9.123598984982747,-11.577472,8,497
C1.474.44,9.11818870552837,-3.731822,6,474
C1.479.26,9.116663760253251,-2.9855819,6,479
C1.454.108,9.106255954651123,-7.6382523,8,454
C1.479.97,9.106033932468412,-2.5770485,6,479
C1.497.67,9.104676467364154,5.934876,6,497
C1.497.57,9.096740369762971,-13.81202,5,497
C1.454.36,9.090904945611205,-0.008827348,8,454
C1.497.187,9.088713754944456,3.860828,8,497
C1.452.98,9.0834534046343,21.472008,8,452
C1.497.188,9.080295979401367,7.0374155,8,497
C1.479.92,9.057796233059781,-12.406365,6,479
C1.497.149,9.057508303059562,-10.669947,8,497
C1.463.155,9.05294776015513,-1.0372099,6,463
C1.497.198,9.03057009323282,-5.660097,8,497
C1.474.51,9.021089692056965,-8.5797615,8,474
C1.479.114,9.019035139784025,11.813751,6,479
C1.463.55,9.0157021668915,9.699157,6,463
C1.479.148,9.013875545939802,-4.8331738,12,479
C1.474.132,9.006713932919762,-1.3172119,8,474
C1.463.89,9.00425599426342,6.865457,6,463
C1.463.60,8.999732160533545,-7.18046,6,463
C1.497.163,8.999294553970685,9.525702,8,497
C1.463.110,8.998467379930098,-4.979393,6,463
